NO_OF_FRAMES	6193
NO_OF_CAMERAS	13
NO_OF_MARKERS	24
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-08-24, 11:57:06	407562.21445990
DATA_INCLUDED	3D
MARKER_NAMES	CV7	L_SIA	R_SIA	TV10	L_SAE	L_HUM	L_HLE	L_FAR	L_RSP	L_USP	R_SAE	R_HUM	R_HLE	R_FAR	R_RSP	R_USP	L_IAS	L_IPS	R_IPS	R_IAS	L_HM2	R_HM2	L_HL5	R_HL5
-207.154	269.565	1381.678	-161.553	159.904	1210.664	-148.687	382.113	1215.001	-161.967	263.845	1151.075	-292.993	144.541	1366.386	-297.360	26.033	1209.469	-291.360	6.645	1063.408	-380.994	27.788	987.979	-390.596	1.560	866.601	-404.603	68.464	866.768	-288.116	414.427	1355.749	-252.728	541.505	1236.052	-237.755	605.718	1078.404	-344.314	636.208	1020.271	-394.375	647.156	913.739	-351.108	700.369	917.202	-400.365	144.185	891.567	-191.478	220.271	964.407	-186.966	338.110	959.573	-398.547	412.887	886.389	-402.613	-1.223	788.317	-429.948	699.020	841.882	-432.616	54.731	787.997	-371.943	729.044	843.062
-207.126	269.551	1381.679	-161.464	159.965	1210.622	-148.706	382.168	1215.054	-161.917	263.955	1151.071	-292.928	144.469	1366.316	-297.315	26.108	1209.299	-291.302	6.852	1063.195	-381.039	27.699	987.857	-390.221	1.839	866.251	-404.265	68.742	866.446	-288.287	414.491	1355.779	-253.168	541.216	1235.536	-237.880	604.147	1076.984	-344.266	633.779	1018.275	-394.033	643.896	911.584	-350.650	697.072	914.460	-400.277	144.173	891.486	-191.393	220.405	964.452	-186.970	338.181	959.563	-398.574	412.861	886.378	-402.083	-0.936	787.962	-428.881	694.666	838.638	-432.080	54.974	787.686	-370.851	724.627	839.823
-207.122	269.560	1381.670	-161.380	160.016	1210.570	-148.738	382.243	1215.140	-161.896	264.048	1151.079	-292.882	144.442	1366.239	-297.300	26.144	1209.138	-291.230	7.097	1062.997	-380.875	27.901	987.517	-389.787	2.137	865.925	-403.922	69.026	866.108	-288.443	414.555	1355.795	-253.633	540.847	1235.042	-237.893	602.582	1075.622	-344.169	631.349	1016.297	-393.726	640.636	909.458	-350.233	693.665	911.839	-400.251	144.175	891.491	-191.340	220.434	964.463	-186.995	338.225	959.562	-398.592	412.894	886.355	-401.611	-0.598	787.579	-427.739	690.374	835.394	-431.497	55.282	787.235	-369.817	719.967	836.579
-207.109	269.583	1381.668	-161.128	160.081	1210.590	-148.579	382.363	1215.240	-161.870	264.163	1151.069	-292.825	144.429	1366.163	-297.282	26.206	1208.952	-291.172	7.280	1062.802	-380.679	28.133	987.172	-389.373	2.408	865.578	-403.570	69.343	865.801	-288.627	414.609	1355.812	-254.083	540.453	1234.488	-237.998	600.794	1074.276	-344.081	628.786	1014.299	-393.481	637.294	907.080	-349.717	690.270	909.151	-400.192	144.139	891.493	-191.268	220.522	964.375	-186.977	338.242	959.611	-398.634	412.903	886.333	-401.040	-0.308	787.203	-426.607	685.966	832.133	-430.838	55.750	786.682	-368.384	715.486	833.376
-207.096	269.601	1381.674	-161.089	160.181	1210.559	-148.600	382.442	1215.314	-161.835	264.270	1151.093	-292.763	144.379	1366.099	-297.245	26.263	1208.756	-291.111	7.465	1062.609	-380.489	28.299	986.849	-388.970	2.713	865.240	-403.095	69.660	865.443	-288.791	414.660	1355.837	-254.681	539.918	1233.834	-238.058	599.064	1072.913	-344.001	626.261	1012.248	-393.125	633.744	904.908	-349.086	686.595	906.482	-400.120	144.149	891.467	-191.246	220.569	964.383	-186.995	338.293	959.609	-398.671	412.888	886.342	-400.447	0.041	786.839	-425.470	681.468	828.957	-430.351	56.010	786.298	-367.372	710.574	830.120
-207.126	269.679	1381.648	-161.000	160.194	1210.507	-148.605	382.479	1215.398	-161.811	264.384	1151.090	-292.703	144.326	1366.029	-297.208	26.475	1208.475	-291.055	7.709	1062.353	-380.238	28.587	986.490	-388.615	2.993	864.881	-402.673	70.103	865.075	-289.003	414.723	1355.845	-255.234	539.438	1233.265	-238.118	597.329	1071.652	-344.039	623.582	1010.183	-392.612	630.237	902.766	-348.443	682.939	903.660	-400.062	144.019	891.463	-191.236	220.607	964.404	-186.914	338.385	959.656	-398.880	412.944	886.242	-399.896	0.273	786.521	-424.402	676.918	825.755	-429.887	56.112	785.953	-365.941	706.016	826.998
-207.121	269.746	1381.647	-160.894	160.244	1210.492	-148.603	382.532	1215.488	-161.777	264.492	1151.074	-292.620	144.279	1365.970	-297.131	26.595	1208.266	-290.985	7.862	1062.204	-380.024	28.876	986.160	-388.262	3.280	864.591	-402.345	70.313	864.755	-289.195	414.783	1355.865	-255.836	539.073	1232.607	-238.165	595.519	1070.237	-343.837	620.973	1008.138	-392.042	626.664	900.519	-347.810	679.235	900.963	-399.960	143.994	891.449	-191.216	220.696	964.399	-186.960	338.433	959.664	-398.910	412.925	886.233	-399.377	0.606	786.186	-423.040	672.334	822.476	-429.381	56.318	785.652	-364.756	701.057	823.724
-207.076	269.831	1381.636	-160.804	160.311	1210.440	-148.578	382.599	1215.596	-161.670	264.632	1151.132	-292.534	144.268	1365.916	-297.068	26.670	1208.078	-290.975	8.100	1062.038	-379.832	29.195	985.863	-387.890	3.504	864.298	-401.971	70.611	864.386	-289.382	414.871	1355.872	-256.438	538.699	1231.941	-238.309	593.801	1068.899	-343.699	618.422	1006.210	-391.603	623.220	898.327	-347.102	675.434	898.168	-399.926	144.010	891.489	-191.185	220.741	964.394	-187.000	338.509	959.653	-398.954	412.930	886.215	-398.790	0.976	785.794	-421.850	667.634	819.331	-428.716	56.795	785.117	-363.303	696.348	820.549
-207.071	269.896	1381.629	-160.707	160.354	1210.417	-148.599	382.711	1215.661	-161.658	264.710	1151.098	-292.428	144.266	1365.848	-297.036	26.747	1207.870	-290.936	8.380	1061.869	-379.630	29.447	985.608	-387.497	3.862	863.935	-401.606	70.915	864.107	-289.626	414.937	1355.865	-257.143	538.332	1231.203	-238.413	591.991	1067.548	-343.596	615.706	1004.326	-391.078	619.569	896.075	-346.374	671.767	895.480	-399.901	143.974	891.490	-191.158	220.827	964.406	-187.000	338.531	959.642	-398.995	412.969	886.175	-398.220	1.264	785.456	-420.555	662.852	816.096	-428.071	57.242	784.636	-361.982	691.352	817.428
-207.046	270.027	1381.598	-160.656	160.452	1210.340	-148.597	382.751	1215.696	-161.575	264.835	1151.099	-292.342	144.280	1365.778	-296.979	26.841	1207.661	-290.896	8.660	1061.691	-379.513	29.843	985.296	-387.154	4.247	863.602	-401.183	71.378	863.752	-289.836	415.035	1355.858	-257.758	537.944	1230.474	-238.526	590.186	1066.243	-343.433	613.232	1002.357	-390.445	615.676	893.819	-345.549	667.714	892.595	-399.850	143.920	891.458	-191.165	220.897	964.373	-187.028	338.609	959.617	-399.022	412.965	886.142	-397.761	1.571	785.131	-419.229	658.003	812.998	-427.577	57.569	784.268	-360.605	686.331	814.318
