	L_Shoulder_Angle	L_Shoulder_Angle	L_Shoulder_Angle	L_Elbow_Angle	L_Elbow_Angle	L_Elbow_Angle	L_Wrist_Angle	L_Wrist_Angle	L_Wrist_Angle	R_Shoulder Angle	R_Shoulder Angle	R_Shoulder Angle	R_Elbow Angle	R_Elbow Angle	R_Elbow Angle	R_Wrist Angle	R_Wrist Angle	R_Wrist Angle	Thorax_Angle	Thorax_Angle	Thorax_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
528	-7.43948	15.84452	38.98221	3.07124	-23.11845	-172.31021	4.52468	3.63916	88.96902	-7.24777	-13.31318	-82.33628	-4.91027	14.65193	-144.15953	-4.47930	-5.73259	-89.52010	-3.71722	-1.88542	2.39345
529	-7.41493	15.82345	38.96750	3.06752	-23.08424	-172.26503	4.51109	3.62845	88.97208	-7.23083	-13.32290	-82.37589	-4.90704	14.65256	-144.16608	-4.48381	-5.73324	-89.52026	-3.71869	-1.86527	2.41818
530	-7.38927	15.80213	38.94749	3.06321	-23.05178	-172.22612	4.50013	3.61759	88.97489	-7.21528	-13.33350	-82.42393	-4.90628	14.65481	-144.16821	-4.48996	-5.73339	-89.52034	-3.71938	-1.84418	2.44523
531	-7.36275	15.78067	38.92242	3.05875	-23.02117	-172.19278	4.49234	3.60664	88.97740	-7.20103	-13.34485	-82.47969	-4.90792	14.65864	-144.16611	-4.49760	-5.73310	-89.52033	-3.71922	-1.82239	2.47437
532	-7.33563	15.75917	38.89262	3.05453	-22.99248	-172.16431	4.48823	3.59563	88.97955	-7.18796	-13.35682	-82.54230	-4.91180	14.66403	-144.16002	-4.50650	-5.73243	-89.52023	-3.71819	-1.80013	2.50530
533	-7.30813	15.73775	38.85843	3.05092	-22.96573	-172.13983	4.48823	3.58456	88.98129	-7.17594	-13.36926	-82.61081	-4.91774	14.67094	-144.15031	-4.51646	-5.73143	-89.52004	-3.71626	-1.77765	2.53770
534	-7.28047	15.71649	38.82024	3.04825	-22.94097	-172.11852	4.49268	3.57339	88.98260	-7.16482	-13.38202	-82.68416	-4.92550	14.67933	-144.13747	-4.52731	-5.73014	-89.51976	-3.71344	-1.75518	2.57126
535	-7.25286	15.69546	38.77848	3.04678	-22.91819	-172.09952	4.50182	3.56206	88.98348	-7.15445	-13.39496	-82.76130	-4.93480	14.68914	-144.12193	-4.53891	-5.72860	-89.51939	-3.70974	-1.73293	2.60564
536	-7.22550	15.67473	38.73357	3.04675	-22.89737	-172.08197	4.51579	3.55049	88.98393	-7.14468	-13.40792	-82.84116	-4.94538	14.70032	-144.10422	-4.55119	-5.72680	-89.51894	-3.70517	-1.71112	2.64053
537	-7.19858	15.65438	38.68600	3.04833	-22.87847	-172.06511	4.53458	3.53860	88.98394	-7.13538	-13.42076	-82.92265	-4.95697	14.71279	-144.08482	-4.56410	-5.72472	-89.51844	-3.69974	-1.68993	2.67564
538	-7.17227	15.63445	38.63627	3.05164	-22.86143	-172.04820	4.55804	3.52633	88.98357	-7.12639	-13.43335	-83.00473	-4.96931	14.72647	-144.06422	-4.57756	-5.72230	-89.51789	-3.69345	-1.66956	2.71068
539	-7.14674	15.61499	38.58492	3.05677	-22.84615	-172.03061	4.58584	3.51361	88.98284	-7.11761	-13.44556	-83.08640	-4.98214	14.74126	-144.04283	-4.59150	-5.71953	-89.51733	-3.68632	-1.65018	2.74539
540	-7.12212	15.59604	38.53248	3.06376	-22.83252	-172.01181	4.61748	3.50040	88.98180	-7.10888	-13.45729	-83.16679	-4.99527	14.75708	-144.02112	-4.60576	-5.71639	-89.51678	-3.67838	-1.63191	2.77950
541	-7.09854	15.57760	38.47952	3.07260	-22.82043	-171.99133	4.65233	3.48671	88.98051	-7.10009	-13.46846	-83.24511	-5.00852	14.77381	-143.99942	-4.62015	-5.71293	-89.51627	-3.66969	-1.61489	2.81277
542	-7.07606	15.55966	38.42661	3.08325	-22.80972	-171.96890	4.68969	3.47255	88.97906	-7.09109	-13.47900	-83.32072	-5.02176	14.79133	-143.97804	-4.63442	-5.70924	-89.51582	-3.66034	-1.59918	2.84497
543	-7.05475	15.54221	38.37434	3.09565	-22.80025	-171.94424	4.72890	3.45796	88.97748	-7.08176	-13.48887	-83.39313	-5.03491	14.80951	-143.95721	-4.64834	-5.70546	-89.51544	-3.65045	-1.58485	2.87585
544	-7.03464	15.52521	38.32335	3.10969	-22.79183	-171.91728	4.76936	3.44301	88.97581	-7.07196	-13.49804	-83.46185	-5.04790	14.82821	-143.93707	-4.66165	-5.70175	-89.51514	-3.64017	-1.57193	2.90515
545	-7.01576	15.50861	38.27423	3.12530	-22.78429	-171.88797	4.81048	3.42778	88.97413	-7.06157	-13.50649	-83.52657	-5.06071	14.84731	-143.91776	-4.67414	-5.69827	-89.51491	-3.62965	-1.56046	2.93261
546	-6.99811	15.49235	38.22754	3.14236	-22.77745	-171.85631	4.85178	3.41238	88.97245	-7.05047	-13.51423	-83.58695	-5.07334	14.86668	-143.89934	-4.68563	-5.69517	-89.51476	-3.61903	-1.55043	2.95796
547	-6.98171	15.47634	38.18383	3.16078	-22.77113	-171.82240	4.89282	3.39692	88.97081	-7.03860	-13.52127	-83.64272	-5.08575	14.88622	-143.88190	-4.69604	-5.69259	-89.51469	-3.60846	-1.54181	2.98096
548	-6.96656	15.46049	38.14356	3.18045	-22.76515	-171.78638	4.93317	3.38150	88.96924	-7.02588	-13.52764	-83.69365	-5.09792	14.90582	-143.86552	-4.70536	-5.69065	-89.51467	-3.59808	-1.53456	3.00141
549	-6.95266	15.44470	38.10718	3.20128	-22.75937	-171.74846	4.97236	3.36622	88.96776	-7.01229	-13.53336	-83.73949	-5.10980	14.92542	-143.85027	-4.71361	-5.68937	-89.51470	-3.58800	-1.52858	3.01910
550	-6.94000	15.42888	38.07505	3.22317	-22.75367	-171.70888	5.00997	3.35115	88.96642	-6.99778	-13.53847	-83.78003	-5.12132	14.94498	-143.83618	-4.72083	-5.68876	-89.51478	-3.57832	-1.52379	3.03388
551	-6.92857	15.41292	38.04748	3.24602	-22.74795	-171.66791	5.04559	3.33635	88.96522	-6.98236	-13.54299	-83.81505	-5.13238	14.96449	-143.82339	-4.72707	-5.68873	-89.51488	-3.56913	-1.52009	3.04563
552	-6.91836	15.39674	38.02466	3.26974	-22.74214	-171.62589	5.07892	3.32185	88.96420	-6.96604	-13.54697	-83.84442	-5.14287	14.98397	-143.81203	-4.73233	-5.68916	-89.51501	-3.56051	-1.51733	3.05429
553	-6.90930	15.38020	38.00668	3.29423	-22.73621	-171.58307	5.10973	3.30767	88.96337	-6.94884	-13.55047	-83.86808	-5.15268	15.00345	-143.80220	-4.73665	-5.68994	-89.51517	-3.55255	-1.51534	3.05988
554	-6.90134	15.36323	37.99355	3.31939	-22.73017	-171.53978	5.13789	3.29380	88.96273	-6.93080	-13.55355	-83.88602	-5.16170	15.02295	-143.79398	-4.74008	-5.69095	-89.51534	-3.54534	-1.51397	3.06245
555	-6.89441	15.34573	37.98513	3.34513	-22.72402	-171.49628	5.16330	3.28026	88.96230	-6.91198	-13.55629	-83.89832	-5.16980	15.04249	-143.78745	-4.74272	-5.69211	-89.51551	-3.53898	-1.51303	3.06210
556	-6.88840	15.32763	37.98122	3.37138	-22.71781	-171.45268	5.18583	3.26706	88.96206	-6.89245	-13.55875	-83.90510	-5.17690	15.06208	-143.78264	-4.74472	-5.69335	-89.51568	-3.53358	-1.51237	3.05896
557	-6.88321	15.30888	37.98143	3.39808	-22.71157	-171.40913	5.20537	3.25420	88.96204	-6.87227	-13.56099	-83.90656	-5.18289	15.08169	-143.77959	-4.74625	-5.69464	-89.51582	-3.52924	-1.51181	3.05322
558	-6.87875	15.28941	37.98536	3.42524	-22.70530	-171.36559	5.22191	3.24171	88.96222	-6.85156	-13.56306	-83.90292	-5.18769	15.10128	-143.77834	-4.74751	-5.69598	-89.51591	-3.52607	-1.51123	3.04509
559	-6.87488	15.26919	37.99247	3.45286	-22.69902	-171.32196	5.23550	3.22958	88.96260	-6.83042	-13.56499	-83.89448	-5.19122	15.12082	-143.77881	-4.74869	-5.69737	-89.51595	-3.52415	-1.51052	3.03481
560	-6.87149	15.24819	38.00222	3.48096	-22.69273	-171.27817	5.24625	3.21783	88.96318	-6.80897	-13.56682	-83.88160	-5.19348	15.14022	-143.78096	-4.74996	-5.69880	-89.51591	-3.52353	-1.50958	3.02263
561	-6.86846	15.22640	38.01406	3.50954	-22.68641	-171.23402	5.25425	3.20643	88.96394	-6.78735	-13.56857	-83.86472	-5.19448	15.15943	-143.78459	-4.75144	-5.70028	-89.51581	-3.52424	-1.50833	3.00886
562	-6.86564	15.20383	38.02740	3.53858	-22.68008	-171.18951	5.25965	3.19538	88.96487	-6.76568	-13.57026	-83.84440	-5.19428	15.17837	-143.78952	-4.75324	-5.70179	-89.51563	-3.52628	-1.50671	2.99383
563	-6.86289	15.18051	38.04170	3.56802	-22.67378	-171.14461	5.26259	3.18462	88.96599	-6.74412	-13.57190	-83.82124	-5.19303	15.19696	-143.79544	-4.75542	-5.70329	-89.51536	-3.52964	-1.50464	2.97791
564	-6.86005	15.15649	38.05642	3.59775	-22.66758	-171.09941	5.26327	3.17409	88.96728	-6.72278	-13.57354	-83.79594	-5.19086	15.21509	-143.80203	-4.75806	-5.70471	-89.51501	-3.53427	-1.50209	2.96152
565	-6.85695	15.13182	38.07104	3.62762	-22.66157	-171.05414	5.26187	3.16374	88.96873	-6.70180	-13.57519	-83.76926	-5.18798	15.23268	-143.80896	-4.76125	-5.70594	-89.51461	-3.54014	-1.49900	2.94515
566	-6.85340	15.10658	38.08506	3.65744	-22.65587	-171.00899	5.25856	3.15352	88.97034	-6.68129	-13.57690	-83.74199	-5.18459	15.24963	-143.81589	-4.76502	-5.70690	-89.51414	-3.54719	-1.49532	2.92933
567	-6.84921	15.08085	38.09799	3.68697	-22.65064	-170.96429	5.25350	3.14340	88.97211	-6.66138	-13.57872	-83.71495	-5.18087	15.26586	-143.82257	-4.76936	-5.70749	-89.51363	-3.55538	-1.49098	2.91464
568	-6.84417	15.05471	38.10936	3.71601	-22.64606	-170.92035	5.24695	3.13336	88.97401	-6.64215	-13.58069	-83.68891	-5.17700	15.28129	-143.82878	-4.77418	-5.70767	-89.51308	-3.56463	-1.48591	2.90165
569	-6.83810	15.02828	38.11879	3.74431	-22.64235	-170.87747	5.23918	3.12338	88.97603	-6.62369	-13.58283	-83.66460	-5.17316	15.29586	-143.83444	-4.77935	-5.70742	-89.51250	-3.57490	-1.48008	2.89087
570	-6.83087	15.00171	38.12601	3.77169	-22.63972	-170.83597	5.23046	3.11345	88.97815	-6.60606	-13.58515	-83.64257	-5.16948	15.30950	-143.83952	-4.78468	-5.70677	-89.51192	-3.58613	-1.47349	2.88266
571	-6.82241	14.97519	38.13092	3.79794	-22.63843	-170.79616	5.22103	3.10358	88.98035	-6.58929	-13.58758	-83.62318	-5.16606	15.32216	-143.84409	-4.78996	-5.70574	-89.51136	-3.59825	-1.46622	2.87725
572	-6.81273	14.94892	38.13354	3.82292	-22.63875	-170.75839	5.21117	3.09378	88.98260	-6.57342	-13.59005	-83.60663	-5.16295	15.33382	-143.84828	-4.79495	-5.70440	-89.51081	-3.61118	-1.45839	2.87472
573	-6.80187	14.92318	38.13403	3.84653	-22.64096	-170.72296	5.20112	3.08407	88.98490	-6.55844	-13.59244	-83.59286	-5.16020	15.34445	-143.85231	-4.79939	-5.70283	-89.51030	-3.62483	-1.45016	2.87499
574	-6.78998	14.89822	38.13263	3.86869	-22.64536	-170.69011	5.19117	3.07447	88.98721	-6.54434	-13.59462	-83.58175	-5.15781	15.35403	-143.85634	-4.80302	-5.70110	-89.50983	-3.63907	-1.44170	2.87786
575	-6.77720	14.87427	38.12960	3.88943	-22.65228	-170.66006	5.18157	3.06500	88.98949	-6.53111	-13.59650	-83.57306	-5.15575	15.36255	-143.86057	-4.80562	-5.69933	-89.50941	-3.65381	-1.43317	2.88306
576	-6.76370	14.85157	38.12523	3.90879	-22.66208	-170.63298	5.17260	3.05568	88.99173	-6.51869	-13.59798	-83.56650	-5.15400	15.37000	-143.86513	-4.80695	-5.69760	-89.50904	-3.66892	-1.42470	2.89029
577	-6.74968	14.83031	38.11978	3.92687	-22.67514	-170.60899	5.16452	3.04647	88.99390	-6.50704	-13.59900	-83.56175	-5.15250	15.37638	-143.87010	-4.80687	-5.69598	-89.50873	-3.68429	-1.41636	2.89923
578	-6.73532	14.81068	38.11353	3.94377	-22.69191	-170.58813	5.15762	3.03735	88.99598	-6.49610	-13.59955	-83.55849	-5.15120	15.38168	-143.87552	-4.80527	-5.69455	-89.50848	-3.69977	-1.40822	2.90958
579	-6.72082	14.79284	38.10674	3.95965	-22.71286	-170.57043	5.15214	3.02826	88.99795	-6.48581	-13.59959	-83.55638	-5.15005	15.38592	-143.88132	-4.80211	-5.69334	-89.50829	-3.71526	-1.40029	2.92102
580	-6.70640	14.77695	38.09964	3.97461	-22.73853	-170.55583	5.14833	3.01912	88.99979	-6.47613	-13.59916	-83.55515	-5.14902	15.38913	-143.88744	-4.79744	-5.69239	-89.50816	-3.73061	-1.39257	2.93328
581	-6.69225	14.76318	38.09254	3.98879	-22.76947	-170.54422	5.14640	3.00986	89.00151	-6.46703	-13.59826	-83.55444	-5.14807	15.39132	-143.89380	-4.79136	-5.69170	-89.50809	-3.74573	-1.38503	2.94608
582	-6.67858	14.75169	38.08574	4.00229	-22.80629	-170.53552	5.14653	3.00036	89.00307	-6.45845	-13.59692	-83.55400	-5.14718	15.39255	-143.90030	-4.78404	-5.69128	-89.50806	-3.76050	-1.37764	2.95914
583	-6.66562	14.74263	38.07961	4.01522	-22.84959	-170.52962	5.14883	2.99052	89.00452	-6.45037	-13.59517	-83.55350	-5.14634	15.39283	-143.90688	-4.77572	-5.69110	-89.50809	-3.77486	-1.37036	2.97218
584	-6.65358	14.73619	38.07454	4.02765	-22.90004	-170.52646	5.15336	2.98021	89.00585	-6.44276	-13.59302	-83.55268	-5.14555	15.39222	-143.91342	-4.76662	-5.69114	-89.50817	-3.78874	-1.36319	2.98495
585	-6.64267	14.73254	38.07099	4.03963	-22.95824	-170.52611	5.16010	2.96936	89.00706	-6.43557	-13.59045	-83.55124	-5.14481	15.39075	-143.91985	-4.75700	-5.69135	-89.50829	-3.80208	-1.35613	2.99717
586	-6.63311	14.73187	38.06943	4.05118	-23.02483	-170.52866	5.16892	2.95791	89.00819	-6.42879	-13.58743	-83.54892	-5.14410	15.38845	-143.92599	-4.74709	-5.69168	-89.50843	-3.81486	-1.34924	3.00859
587	-6.62509	14.73437	38.07037	4.06229	-23.10039	-170.53441	5.17963	2.94590	89.00925	-6.42240	-13.58391	-83.54547	-5.14344	15.38538	-143.93173	-4.73705	-5.69210	-89.50861	-3.82703	-1.34257	3.01901
588	-6.61880	14.74021	38.07428	4.07294	-23.18547	-170.54378	5.19186	2.93346	89.01022	-6.41642	-13.57984	-83.54068	-5.14279	15.38157	-143.93697	-4.72702	-5.69256	-89.50882	-3.83856	-1.33619	3.02825
589	-6.61442	14.74954	38.08164	4.08304	-23.28063	-170.55736	5.20515	2.92075	89.01113	-6.41084	-13.57516	-83.53437	-5.14211	15.37709	-143.94157	-4.71702	-5.69304	-89.50906	-3.84943	-1.33016	3.03615
590	-6.61209	14.76252	38.09294	4.09249	-23.38640	-170.57594	5.21892	2.90806	89.01200	-6.40569	-13.56984	-83.52638	-5.14138	15.37199	-143.94554	-4.70703	-5.69353	-89.50932	-3.85961	-1.32451	3.04261
591	-6.61194	14.77928	38.10859	4.10115	-23.50330	-170.60042	5.23253	2.89570	89.01283	-6.40097	-13.56383	-83.51671	-5.14056	15.36634	-143.94881	-4.69698	-5.69402	-89.50963	-3.86905	-1.31927	3.04756
592	-6.61405	14.79996	38.12899	4.10885	-23.63186	-170.63171	5.24533	2.88405	89.01360	-6.39671	-13.55712	-83.50544	-5.13963	15.36021	-143.95137	-4.68670	-5.69453	-89.50998	-3.87775	-1.31442	3.05102
593	-6.61847	14.82465	38.15449	4.11538	-23.77258	-170.67082	5.25672	2.87349	89.01435	-6.39294	-13.54972	-83.49281	-5.13862	15.35367	-143.95326	-4.67603	-5.69509	-89.51038	-3.88570	-1.30990	3.05304
594	-6.62521	14.85345	38.18538	4.12050	-23.92599	-170.71860	5.26614	2.86440	89.01506	-6.38970	-13.54168	-83.47918	-5.13757	15.34682	-143.95453	-4.66478	-5.69573	-89.51083	-3.89292	-1.30566	3.05376
595	-6.63423	14.88645	38.22187	4.12395	-24.09260	-170.77594	5.27304	2.85715	89.01574	-6.38703	-13.53308	-83.46503	-5.13659	15.33976	-143.95526	-4.65276	-5.69646	-89.51134	-3.89942	-1.30156	3.05338
596	-6.64546	14.92372	38.26411	4.12545	-24.27292	-170.84349	5.27696	2.85207	89.01637	-6.38495	-13.52406	-83.45096	-5.13579	15.33258	-143.95544	-4.63990	-5.69729	-89.51192	-3.90528	-1.29748	3.05219
597	-6.65877	14.96530	38.31214	4.12471	-24.46747	-170.92192	5.27746	2.84945	89.01694	-6.38353	-13.51476	-83.43762	-5.13534	15.32535	-143.95505	-4.62623	-5.69821	-89.51256	-3.91057	-1.29326	3.05051
598	-6.67403	15.01124	38.36594	4.12144	-24.67671	-171.01183	5.27417	2.84949	89.01749	-6.38277	-13.50536	-83.42571	-5.13542	15.31814	-143.95393	-4.61192	-5.69917	-89.51324	-3.91539	-1.28874	3.04872
599	-6.69107	15.06154	38.42543	4.11536	-24.90109	-171.11365	5.26680	2.85228	89.01799	-6.38272	-13.49604	-83.41591	-5.13621	15.31102	-143.95192	-4.59725	-5.70010	-89.51394	-3.91985	-1.28373	3.04723
600	-6.70970	15.11621	38.49053	4.10619	-25.14100	-171.22784	5.25517	2.85782	89.01849	-6.38338	-13.48699	-83.40881	-5.13789	15.30404	-143.94879	-4.58258	-5.70090	-89.51466	-3.92407	-1.27809	3.04641
601	-6.72974	15.17524	38.56113	4.09366	-25.39674	-171.35466	5.23919	2.86604	89.01897	-6.38478	-13.47839	-83.40489	-5.14060	15.29724	-143.94424	-4.56833	-5.70148	-89.51537	-3.92819	-1.27166	3.04659
602	-6.75101	15.23860	38.63713	4.07751	-25.66852	-171.49432	5.21884	2.87685	89.01948	-6.38692	-13.47042	-83.40454	-5.14450	15.29067	-143.93796	-4.55489	-5.70173	-89.51604	-3.93230	-1.26432	3.04800
603	-6.77332	15.30626	38.71841	4.05750	-25.95643	-171.64694	5.19411	2.89013	89.02000	-6.38980	-13.46321	-83.40797	-5.14969	15.28435	-143.92958	-4.54262	-5.70154	-89.51666	-3.93654	-1.25596	3.05083
604	-6.79652	15.37816	38.80482	4.03346	-26.26047	-171.81252	5.16498	2.90572	89.02057	-6.39344	-13.45689	-83.41534	-5.15623	15.27833	-143.91878	-4.53181	-5.70086	-89.51721	-3.94100	-1.24648	3.05516
605	-6.82045	15.45424	38.89616	4.00526	-26.58049	-171.99094	5.13153	2.92345	89.02119	-6.39786	-13.45154	-83.42667	-5.16415	15.27260	-143.90524	-4.52270	-5.69963	-89.51768	-3.94579	-1.23584	3.06104
606	-6.84498	15.53442	38.99216	3.97289	-26.91622	-172.18195	5.09384	2.94311	89.02189	-6.40310	-13.44721	-83.44186	-5.17344	15.26723	-143.88878	-4.51543	-5.69785	-89.51804	-3.95101	-1.22401	3.06845
607	-6.86998	15.61861	39.09250	3.93641	-27.26724	-172.38512	5.05204	2.96455	89.02267	-6.40919	-13.44388	-83.46074	-5.18403	15.26224	-143.86934	-4.51007	-5.69554	-89.51829	-3.95675	-1.21104	3.07737
608	-6.89534	15.70669	39.19676	3.89602	-27.63295	-172.59990	5.00633	2.98767	89.02352	-6.41622	-13.44151	-83.48307	-5.19578	15.25769	-143.84698	-4.50656	-5.69277	-89.51840	-3.96309	-1.19699	3.08773
609	-6.92092	15.79852	39.30449	3.85196	-28.01259	-172.82547	4.95703	3.01243	89.02443	-6.42424	-13.44001	-83.50852	-5.20855	15.25364	-143.82191	-4.50477	-5.68958	-89.51838	-3.97008	-1.18197	3.09946
610	-6.94661	15.89396	39.41518	3.80456	-28.40528	-173.06090	4.90452	3.03876	89.02534	-6.43332	-13.43925	-83.53674	-5.22217	15.25012	-143.79439	-4.50450	-5.68607	-89.51822	-3.97778	-1.16613	3.11244
611	-6.97226	15.99282	39.52825	3.75416	-28.80999	-173.30510	4.84925	3.06659	89.02628	-6.44353	-13.43912	-83.56740	-5.23648	15.24716	-143.76466	-4.50551	-5.68232	-89.51792	-3.98620	-1.14961	3.12659
612	-6.99769	16.09489	39.64303	3.70113	-29.22561	-173.55685	4.79155	3.09581	89.02720	-6.45493	-13.43950	-83.60011	-5.25135	15.24477	-143.73305	-4.50756	-5.67840	-89.51751	-3.99533	-1.13259	3.14183
613	-7.02268	16.19996	39.75884	3.64580	-29.65095	-173.81487	4.73164	3.12632	89.02811	-6.46753	-13.44027	-83.63457	-5.26662	15.24293	-143.69986	-4.51048	-5.67440	-89.51698	-4.00518	-1.11520	3.15813
614	-7.04702	16.30778	39.87494	3.58849	-30.08477	-174.07774	4.66961	3.15799	89.02903	-6.48138	-13.44132	-83.67043	-5.28215	15.24162	-143.66550	-4.51409	-5.67040	-89.51634	-4.01571	-1.09760	3.17544
615	-7.07046	16.41811	39.99059	3.52955	-30.52577	-174.34419	4.60556	3.19072	89.02998	-6.49646	-13.44250	-83.70729	-5.29776	15.24080	-143.63048	-4.51819	-5.66651	-89.51563	-4.02689	-1.07992	3.19373
616	-7.09277	16.53067	40.10504	3.46931	-30.97260	-174.61275	4.53960	3.22440	89.03096	-6.51276	-13.44367	-83.74475	-5.31329	15.24042	-143.59543	-4.52254	-5.66282	-89.51485	-4.03869	-1.06232	3.21295
617	-7.11373	16.64523	40.21753	3.40818	-31.42388	-174.88200	4.47186	3.25891	89.03199	-6.53026	-13.44468	-83.78236	-5.32856	15.24042	-143.56099	-4.52688	-5.65939	-89.51404	-4.05106	-1.04495	3.23303
618	-7.13316	16.76151	40.32732	3.34654	-31.87821	-175.15045	4.40252	3.29416	89.03307	-6.54890	-13.44538	-83.81971	-5.34343	15.24072	-143.52777	-4.53096	-5.65627	-89.51319	-4.06395	-1.02796	3.25389
619	-7.15090	16.87926	40.43378	3.28482	-32.33421	-175.41652	4.33185	3.33007	89.03419	-6.56865	-13.44561	-83.85637	-5.35778	15.24125	-143.49622	-4.53458	-5.65346	-89.51235	-4.07727	-1.01153	3.27542
620	-7.16687	16.99825	40.53629	3.22346	-32.79051	-175.67865	4.26017	3.36660	89.03533	-6.58945	-13.44524	-83.89185	-5.37150	15.24190	-143.46672	-4.53761	-5.65095	-89.51154	-4.09096	-0.99581	3.29745
621	-7.18098	17.11819	40.63432	3.16288	-33.24580	-175.93523	4.18782	3.40373	89.03647	-6.61127	-13.44413	-83.92572	-5.38450	15.24260	-143.43953	-4.53992	-5.64870	-89.51077	-4.10490	-0.98095	3.31986
622	-7.19320	17.23883	40.72744	3.10349	-33.69879	-176.18478	4.11511	3.44149	89.03757	-6.63405	-13.44221	-83.95752	-5.39669	15.24324	-143.41479	-4.54146	-5.64671	-89.51007	-4.11900	-0.96703	3.34249
623	-7.20349	17.35984	40.81527	3.04566	-34.14824	-176.42599	4.04238	3.47984	89.03861	-6.65777	-13.43941	-83.98685	-5.40797	15.24375	-143.39261	-4.54215	-5.64495	-89.50947	-4.13314	-0.95416	3.36523
624	-7.21186	17.48091	40.89751	2.98975	-34.59296	-176.65770	3.97001	3.51876	89.03956	-6.68238	-13.43570	-84.01330	-5.41823	15.24402	-143.37305	-4.54192	-5.64340	-89.50897	-4.14719	-0.94239	3.38792
625	-7.21831	17.60167	40.97394	2.93613	-35.03185	-176.87894	3.89846	3.55813	89.04040	-6.70785	-13.43108	-84.03648	-5.42736	15.24397	-143.35617	-4.54066	-5.64205	-89.50858	-4.16102	-0.93172	3.41043
626	-7.22286	17.72177	41.04438	2.88516	-35.46385	-177.08890	3.82825	3.59782	89.04110	-6.73412	-13.42556	-84.05608	-5.43525	15.24348	-143.34195	-4.53832	-5.64089	-89.50832	-4.17449	-0.92215	3.43259
627	-7.22556	17.84085	41.10870	2.83720	-35.88799	-177.28694	3.75994	3.63762	89.04162	-6.76115	-13.41919	-84.07178	-5.44181	15.24246	-143.33034	-4.53489	-5.63993	-89.50819	-4.18747	-0.91363	3.45424
628	-7.22642	17.95850	41.16679	2.79263	-36.30334	-177.47252	3.69406	3.67730	89.04196	-6.78883	-13.41206	-84.08337	-5.44697	15.24079	-143.32123	-4.53046	-5.63919	-89.50817	-4.19982	-0.90611	3.47520
629	-7.22549	18.07433	41.21855	2.75183	-36.70907	-177.64510	3.63102	3.71666	89.04211	-6.81710	-13.40426	-84.09069	-5.45068	15.23834	-143.31448	-4.52515	-5.63870	-89.50827	-4.21144	-0.89948	3.49533
630	-7.22278	18.18793	41.26394	2.71515	-37.10437	-177.80424	3.57109	3.75557	89.04203	-6.84582	-13.39593	-84.09364	-5.45293	15.23497	-143.30992	-4.51916	-5.63850	-89.50847	-4.22227	-0.89365	3.51447
631	-7.21832	18.29893	41.30294	2.68293	-37.48854	-177.94949	3.51431	3.79396	89.04174	-6.87487	-13.38719	-84.09217	-5.45370	15.23052	-143.30746	-4.51265	-5.63866	-89.50876	-4.23225	-0.88853	3.53248
632	-7.21213	18.40695	41.33554	2.65547	-37.86092	-178.08047	3.46054	3.83187	89.04125	-6.90410	-13.37817	-84.08627	-5.45301	15.22485	-143.30710	-4.50575	-5.63924	-89.50912	-4.24138	-0.88401	3.54921
633	-7.20421	18.51163	41.36176	2.63301	-38.22094	-178.19695	3.40956	3.86930	89.04059	-6.93336	-13.36901	-84.07603	-5.45089	15.21782	-143.30885	-4.49858	-5.64030	-89.50954	-4.24967	-0.88002	3.56455
634	-7.19457	18.61266	41.38166	2.61576	-38.56814	-178.29871	3.36128	3.90616	89.03976	-6.96250	-13.35986	-84.06153	-5.44739	15.20931	-143.31281	-4.49120	-5.64189	-89.51002	-4.25717	-0.87648	3.57838
635	-7.18322	18.70975	41.39535	2.60387	-38.90214	-178.38574	3.31587	3.94225	89.03880	-6.99136	-13.35083	-84.04293	-5.44256	15.19922	-143.31903	-4.48364	-5.64400	-89.51054	-4.26393	-0.87333	3.59063
636	-7.17016	18.80266	41.40296	2.59743	-39.22266	-178.45807	3.27369	3.97731	89.03772	-7.01978	-13.34206	-84.02045	-5.43650	15.18747	-143.32753	-4.47589	-5.64658	-89.51110	-4.27004	-0.87051	3.60122
637	-7.15540	18.89118	41.40465	2.59648	-39.52951	-178.51587	3.23522	4.01106	89.03653	-7.04764	-13.33367	-83.99433	-5.42928	15.17401	-143.33832	-4.46793	-5.64954	-89.51170	-4.27559	-0.86796	3.61014
