NO_OF_FRAMES	5695
NO_OF_CAMERAS	13
NO_OF_MARKERS	24
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-10-01, 13:27:54	177511.23883600
DATA_INCLUDED	3D
MARKER_NAMES	CV7	L_SIA	R_SIA	TV10	L_SAE	L_HUM	L_HLE	L_FAR	L_RSP	L_USP	R_SAE	R_HUM	R_HLE	R_FAR	R_RSP	R_USP	L_IAS	L_IPS	R_IPS	R_IAS	L_HM2	R_HM2	L_HL5	R_HL5
-393.880	312.449	1505.651	-297.924	256.616	1286.955	-307.836	392.660	1266.226	-313.380	313.814	1227.195	-415.074	133.846	1474.426	-374.048	26.790	1340.883	-410.470	2.043	1100.104	-505.795	14.438	1002.512	-548.652	33.649	861.935	-495.330	-18.809	844.509	-439.584	503.012	1433.666	-387.713	575.242	1247.690	-421.971	574.091	1068.479	-509.316	583.722	981.614	-554.015	544.588	836.820	-505.145	608.563	827.977	-545.217	136.850	1089.178	-348.595	235.809	1023.876	-355.112	344.910	1019.420	-553.753	441.533	1060.872	-589.179	24.453	754.656	-602.526	554.146	725.167	-529.872	-24.264	759.562	-535.017	602.202	719.547
-393.905	312.454	1505.617	-298.003	256.616	1286.893	-307.856	392.630	1266.191	-313.450	313.813	1227.164	-415.123	133.817	1474.397	-374.107	26.786	1340.862	-410.572	2.076	1100.065	-505.896	14.501	1002.482	-548.841	33.662	861.959	-495.509	-18.814	844.522	-439.589	503.022	1433.614	-387.730	575.233	1247.612	-421.988	574.069	1068.444	-509.355	583.710	981.562	-554.026	544.583	836.749	-505.147	608.536	827.939	-545.340	136.840	1089.177	-348.706	235.803	1023.821	-355.221	344.878	1019.374	-553.833	441.579	1060.838	-589.307	24.391	754.596	-602.556	554.134	725.134	-530.035	-24.321	759.567	-535.055	602.193	719.493
-393.912	312.468	1505.592	-298.078	256.630	1286.825	-307.907	392.621	1266.139	-313.498	313.821	1227.132	-415.152	133.818	1474.389	-374.178	26.789	1340.836	-410.662	2.052	1100.062	-506.020	14.465	1002.476	-549.006	33.659	861.992	-495.688	-18.843	844.495	-439.589	503.018	1433.573	-387.754	575.211	1247.558	-421.988	574.043	1068.389	-509.371	583.690	981.487	-554.026	544.552	836.706	-505.174	608.531	827.901	-545.427	136.819	1089.147	-348.791	235.775	1023.820	-355.268	344.869	1019.388	-553.903	441.574	1060.817	-589.498	24.392	754.608	-602.582	554.109	725.070	-530.266	-24.326	759.565	-535.059	602.206	719.444
-393.942	312.447	1505.567	-298.153	256.645	1286.780	-307.733	392.715	1265.987	-313.559	313.788	1227.093	-415.193	133.812	1474.362	-374.256	26.778	1340.799	-410.815	2.077	1100.020	-506.152	14.418	1002.499	-549.348	33.506	861.997	-495.835	-18.879	844.498	-439.620	502.994	1433.542	-387.760	575.181	1247.487	-421.999	574.040	1068.336	-509.382	583.679	981.470	-554.236	544.691	836.819	-505.184	608.514	827.828	-545.545	136.879	1089.191	-348.928	235.741	1023.823	-355.367	344.862	1019.336	-553.512	441.617	1060.692	-589.676	24.356	754.618	-602.550	554.010	724.989	-530.444	-24.353	759.585	-535.063	602.179	719.403
-393.941	312.441	1505.526	-298.186	256.635	1286.747	-307.762	392.686	1265.932	-313.580	313.776	1227.095	-415.227	133.820	1474.334	-374.322	26.794	1340.750	-410.916	2.067	1100.001	-506.244	14.399	1002.478	-549.551	33.424	862.055	-495.998	-18.884	844.503	-439.629	503.053	1433.488	-387.783	575.151	1247.447	-422.015	574.020	1068.293	-509.394	583.729	981.374	-554.275	544.681	836.778	-505.221	608.491	827.812	-545.636	136.850	1089.187	-349.005	235.724	1023.801	-355.428	344.841	1019.347	-553.539	441.600	1060.610	-589.856	24.327	754.640	-602.574	553.985	724.944	-530.661	-24.352	759.589	-535.073	602.171	719.378
-393.978	312.589	1505.598	-298.399	256.681	1286.695	-307.920	392.732	1265.895	-313.711	313.802	1227.045	-415.252	133.813	1474.325	-374.402	26.766	1340.782	-411.059	2.040	1099.983	-506.428	14.305	1002.547	-549.726	33.390	862.089	-496.185	-18.904	844.536	-439.545	503.016	1433.428	-387.782	575.115	1247.449	-422.008	574.003	1068.327	-509.380	583.705	981.377	-554.213	544.648	836.676	-505.227	608.424	827.810	-545.608	136.822	1089.145	-349.218	235.754	1023.839	-355.766	344.807	1019.320	-553.618	441.631	1060.603	-590.195	24.193	754.651	-602.466	553.851	724.891	-530.816	-24.396	759.601	-535.113	602.073	719.383
-394.007	312.599	1505.561	-298.510	256.675	1286.643	-307.973	392.713	1265.826	-313.792	313.787	1227.019	-415.291	133.802	1474.290	-374.499	26.808	1340.719	-411.152	1.971	1099.922	-506.575	14.307	1002.535	-549.858	33.394	862.070	-496.358	-18.896	844.496	-439.549	503.050	1433.367	-387.803	575.095	1247.388	-422.043	573.989	1068.270	-509.404	583.692	981.368	-554.213	544.637	836.596	-505.233	608.433	827.765	-545.733	136.832	1089.133	-349.283	235.709	1023.818	-355.918	344.795	1019.291	-553.767	441.680	1060.696	-590.400	24.142	754.667	-602.465	553.834	724.820	-530.995	-24.408	759.585	-535.133	602.062	719.366
-394.025	312.579	1505.548	-298.570	256.664	1286.587	-308.018	392.665	1265.772	-313.845	313.753	1226.971	-415.334	133.795	1474.263	-374.523	26.774	1340.695	-411.253	1.963	1099.900	-506.700	14.204	1002.573	-550.036	33.334	862.108	-496.523	-18.918	844.505	-439.586	503.073	1433.348	-387.828	575.078	1247.333	-422.059	573.987	1068.231	-509.418	583.702	981.329	-554.266	544.620	836.590	-505.256	608.424	827.748	-545.829	136.826	1089.123	-349.345	235.669	1023.816	-355.985	344.770	1019.277	-553.836	441.711	1060.652	-590.549	24.115	754.668	-602.499	553.877	724.814	-531.130	-24.421	759.593	-535.155	602.039	719.330
-394.022	312.610	1505.501	-298.619	256.623	1286.504	-308.077	392.659	1265.731	-313.913	313.722	1226.922	-415.363	133.785	1474.240	-374.620	26.764	1340.666	-411.349	1.961	1099.870	-506.834	14.247	1002.542	-550.181	33.324	862.105	-496.682	-18.934	844.488	-439.562	503.071	1433.308	-387.838	575.081	1247.289	-422.068	573.950	1068.200	-509.437	583.670	981.266	-554.275	544.602	836.533	-505.254	608.370	827.691	-545.911	136.807	1089.071	-349.479	235.696	1023.812	-356.108	344.784	1019.278	-553.817	441.675	1060.583	-590.719	24.087	754.668	-602.502	553.865	724.748	-531.306	-24.431	759.596	-535.151	602.015	719.306
-394.033	312.561	1505.478	-298.720	256.613	1286.441	-308.116	392.614	1265.662	-314.028	313.718	1226.917	-415.383	133.777	1474.190	-374.637	26.751	1340.632	-411.489	1.958	1099.886	-506.958	14.193	1002.523	-550.339	33.315	862.092	-496.844	-18.947	844.488	-439.576	503.072	1433.269	-387.858	575.052	1247.262	-422.106	573.903	1068.130	-509.443	583.624	981.224	-554.309	544.564	836.484	-505.290	608.394	827.662	-545.995	136.838	1089.048	-349.578	235.662	1023.787	-356.183	344.778	1019.253	-553.914	441.675	1060.569	-590.892	24.080	754.663	-602.554	553.843	724.717	-531.451	-24.456	759.585	-535.233	601.941	719.297
