	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d
8	-4.53318	14.93181	37.14658	4.13146	-19.04871	-167.83948	9.43685	2.47761	88.74944	-7.92843	-13.27464	-83.32207	-6.05172	18.69210	-143.62393	-2.10816	-1.15736	-89.64863	-4.93553	-0.80677	0.33276
9	-4.52654	14.93669	37.14990	4.13276	-19.05466	-167.81255	9.44634	2.47734	88.74888	-7.91984	-13.28754	-83.31107	-6.04940	18.68392	-143.64328	-2.09206	-1.15713	-89.64992	-4.92835	-0.81184	0.33649
10	-4.51904	14.94082	37.15181	4.13475	-19.06026	-167.78722	9.45378	2.47745	88.74837	-7.91097	-13.30089	-83.29996	-6.04642	18.67592	-143.66296	-2.07746	-1.15702	-89.65112	-4.92093	-0.81633	0.34051
11	-4.51074	14.94429	37.15260	4.13741	-19.06549	-167.76349	9.45929	2.47787	88.74796	-7.90183	-13.31447	-83.28857	-6.04265	18.66822	-143.68309	-2.06442	-1.15707	-89.65223	-4.91332	-0.82042	0.34464
12	-4.50173	14.94723	37.15261	4.14064	-19.07035	-167.74132	9.46301	2.47848	88.74760	-7.89243	-13.32807	-83.27675	-6.03804	18.66093	-143.70369	-2.05300	-1.15725	-89.65325	-4.90555	-0.82425	0.34873
13	-4.49211	14.94979	37.15221	4.14434	-19.07486	-167.72066	9.46504	2.47917	88.74734	-7.88280	-13.34147	-83.26440	-6.03260	18.65414	-143.72469	-2.04318	-1.15752	-89.65419	-4.89764	-0.82800	0.35260
14	-4.48204	14.95212	37.15179	4.14840	-19.07907	-167.70155	9.46547	2.47978	88.74721	-7.87296	-13.35448	-83.25148	-6.02636	18.64792	-143.74586	-2.03496	-1.15782	-89.65505	-4.88959	-0.83184	0.35606
15	-4.47165	14.95435	37.15169	4.15270	-19.08300	-167.68396	9.46437	2.48018	88.74718	-7.86293	-13.36694	-83.23798	-6.01940	18.64232	-143.76697	-2.02830	-1.15810	-89.65584	-4.88142	-0.83592	0.35896
16	-4.46110	14.95660	37.15221	4.15714	-19.08673	-167.66795	9.46184	2.48028	88.74731	-7.85277	-13.37875	-83.22391	-6.01184	18.63735	-143.78775	-2.02316	-1.15832	-89.65656	-4.87313	-0.84034	0.36115
17	-4.45051	14.95896	37.15357	4.16164	-19.09031	-167.65353	9.45799	2.48000	88.74760	-7.84250	-13.38985	-83.20939	-6.00379	18.63304	-143.80803	-2.01953	-1.15849	-89.65720	-4.86474	-0.84520	0.36257
18	-4.43999	14.96148	37.15589	4.16613	-19.09379	-167.64072	9.45299	2.47932	88.74802	-7.83218	-13.40023	-83.19457	-5.99539	18.62935	-143.82768	-2.01740	-1.15861	-89.65776	-4.85628	-0.85051	0.36320
19	-4.42965	14.96417	37.15921	4.17060	-19.09725	-167.62943	9.44705	2.47825	88.74857	-7.82185	-13.40991	-83.17964	-5.98676	18.62629	-143.84660	-2.01676	-1.15871	-89.65823	-4.84776	-0.85627	0.36308
20	-4.41956	14.96701	37.16351	4.17502	-19.10071	-167.61957	9.44045	2.47686	88.74921	-7.81157	-13.41895	-83.16478	-5.97802	18.62383	-143.86478	-2.01760	-1.15880	-89.65861	-4.83920	-0.86245	0.36228
21	-4.40981	14.96998	37.16875	4.17939	-19.10424	-167.61105	9.43345	2.47525	88.74992	-7.80139	-13.42742	-83.15016	-5.96925	18.62197	-143.88216	-2.01989	-1.15890	-89.65887	-4.83062	-0.86897	0.36089
22	-4.40044	14.97303	37.17483	4.18372	-19.10786	-167.60381	9.42630	2.47350	88.75067	-7.79135	-13.43540	-83.13597	-5.96053	18.62070	-143.89879	-2.02355	-1.15902	-89.65902	-4.82205	-0.87576	0.35900
23	-4.39149	14.97610	37.18161	4.18801	-19.11162	-167.59772	9.41919	2.47171	88.75142	-7.78150	-13.44298	-83.12236	-5.95190	18.62004	-143.91472	-2.02844	-1.15916	-89.65904	-4.81353	-0.88271	0.35674
24	-4.38295	14.97909	37.18892	4.19226	-19.11555	-167.59274	9.41228	2.46999	88.75214	-7.77186	-13.45027	-83.10955	-5.94340	18.61998	-143.93007	-2.03435	-1.15933	-89.65895	-4.80513	-0.88969	0.35423
25	-4.37479	14.98189	37.19649	4.19647	-19.11966	-167.58873	9.40567	2.46841	88.75283	-7.76246	-13.45740	-83.09778	-5.93507	18.62052	-143.94495	-2.04105	-1.15954	-89.65876	-4.79690	-0.89655	0.35167
26	-4.36693	14.98438	37.20402	4.20067	-19.12400	-167.58554	9.39943	2.46702	88.75346	-7.75331	-13.46451	-83.08736	-5.92698	18.62165	-143.95938	-2.04835	-1.15976	-89.65847	-4.78893	-0.90314	0.34924
27	-4.35927	14.98643	37.21117	4.20485	-19.12858	-167.58298	9.39364	2.46585	88.75403	-7.74442	-13.47176	-83.07863	-5.91923	18.62332	-143.97330	-2.05611	-1.15998	-89.65810	-4.78126	-0.90930	0.34716
28	-4.35173	14.98789	37.21762	4.20903	-19.13342	-167.58089	9.38835	2.46489	88.75453	-7.73578	-13.47931	-83.07189	-5.91192	18.62548	-143.98660	-2.06429	-1.16017	-89.65766	-4.77397	-0.91490	0.34561
29	-4.34421	14.98868	37.22314	4.21322	-19.13850	-167.57907	9.38355	2.46414	88.75497	-7.72737	-13.48725	-83.06741	-5.90514	18.62806	-143.99911	-2.07281	-1.16033	-89.65715	-4.76707	-0.91983	0.34467
30	-4.33666	14.98869	37.22757	4.21741	-19.14377	-167.57742	9.37923	2.46360	88.75534	-7.71915	-13.49568	-83.06535	-5.89895	18.63099	-144.01073	-2.08158	-1.16046	-89.65659	-4.76056	-0.92404	0.34439
31	-4.32905	14.98785	37.23080	4.22161	-19.14919	-167.57593	9.37538	2.46327	88.75565	-7.71110	-13.50465	-83.06574	-5.89338	18.63422	-144.02138	-2.09046	-1.16060	-89.65600	-4.75442	-0.92751	0.34473
32	-4.32134	14.98611	37.23279	4.22584	-19.15465	-167.57451	9.37198	2.46315	88.75590	-7.70316	-13.51417	-83.06861	-5.88844	18.63768	-144.03101	-2.09932	-1.16077	-89.65538	-4.74865	-0.93022	0.34566
33	-4.31353	14.98341	37.23355	4.23011	-19.16003	-167.57315	9.36910	2.46328	88.75607	-7.69532	-13.52427	-83.07390	-5.88412	18.64131	-144.03969	-2.10802	-1.16102	-89.65475	-4.74322	-0.93219	0.34708
34	-4.30564	14.97972	37.23310	4.23450	-19.16521	-167.57166	9.36688	2.46368	88.75616	-7.68755	-13.53491	-83.08147	-5.88040	18.64506	-144.04742	-2.11651	-1.16140	-89.65414	-4.73810	-0.93344	0.34892
35	-4.29769	14.97505	37.23152	4.23907	-19.17005	-167.56985	9.36549	2.46444	88.75613	-7.67980	-13.54604	-83.09114	-5.87725	18.64887	-144.05431	-2.12470	-1.16195	-89.65353	-4.73329	-0.93401	0.35108
36	-4.28973	14.96942	37.22895	4.24392	-19.17442	-167.56747	9.36515	2.46565	88.75595	-7.67207	-13.55758	-83.10266	-5.87461	18.65269	-144.06042	-2.13248	-1.16273	-89.65296	-4.72874	-0.93394	0.35346
37	-4.28184	14.96286	37.22552	4.24912	-19.17818	-167.56429	9.36606	2.46742	88.75560	-7.66433	-13.56945	-83.11575	-5.87241	18.65650	-144.06590	-2.13971	-1.16376	-89.65244	-4.72437	-0.93329	0.35598
38	-4.27410	14.95541	37.22141	4.25476	-19.18123	-167.56007	9.36836	2.46983	88.75504	-7.65654	-13.58154	-83.13011	-5.87056	18.66025	-144.07097	-2.14621	-1.16508	-89.65197	-4.72010	-0.93210	0.35861
39	-4.26659	14.94715	37.21680	4.26092	-19.18347	-167.55472	9.37207	2.47293	88.75427	-7.64870	-13.59375	-83.14541	-5.86899	18.66391	-144.07584	-2.15177	-1.16668	-89.65159	-4.71578	-0.93041	0.36132
40	-4.25941	14.93812	37.21186	4.26765	-19.18484	-167.54822	9.37716	2.47672	88.75328	-7.64076	-13.60595	-83.16131	-5.86765	18.66749	-144.08076	-2.15624	-1.16857	-89.65130	-4.71129	-0.92830	0.36409
41	-4.25263	14.92842	37.20680	4.27501	-19.18528	-167.54066	9.38347	2.48115	88.75210	-7.63273	-13.61805	-83.17750	-5.86647	18.67096	-144.08592	-2.15952	-1.17074	-89.65111	-4.70653	-0.92582	0.36685
42	-4.24633	14.91814	37.20178	4.28302	-19.18480	-167.53218	9.39083	2.48612	88.75073	-7.62456	-13.62991	-83.19359	-5.86535	18.67433	-144.09148	-2.16161	-1.17318	-89.65102	-4.70145	-0.92309	0.36955
43	-4.24061	14.90736	37.19697	4.29169	-19.18343	-167.52295	9.39901	2.49152	88.74925	-7.61627	-13.64141	-83.20920	-5.86421	18.67761	-144.09752	-2.16259	-1.17583	-89.65100	-4.69601	-0.92018	0.37210
44	-4.23551	14.89622	37.19253	4.30100	-19.18124	-167.51317	9.40777	2.49719	88.74767	-7.60783	-13.65244	-83.22397	-5.86297	18.68083	-144.10403	-2.16261	-1.17860	-89.65108	-4.69021	-0.91719	0.37441
45	-4.23112	14.88485	37.18859	4.31090	-19.17834	-167.50307	9.41686	2.50298	88.74605	-7.59925	-13.66290	-83.23762	-5.86160	18.68402	-144.11092	-2.16191	-1.18136	-89.65121	-4.68407	-0.91422	0.37640
46	-4.22747	14.87339	37.18528	4.32129	-19.17489	-167.49289	9.42609	2.50872	88.74442	-7.59052	-13.67271	-83.24983	-5.86005	18.68719	-144.11800	-2.16077	-1.18397	-89.65140	-4.67763	-0.91135	0.37800
47	-4.22463	14.86202	37.18275	4.33204	-19.17107	-167.48285	9.43525	2.51428	88.74281	-7.58165	-13.68178	-83.26040	-5.85832	18.69039	-144.12517	-2.15944	-1.18631	-89.65163	-4.67093	-0.90869	0.37912
48	-4.22262	14.85091	37.18111	4.34298	-19.16707	-167.47316	9.44420	2.51953	88.74128	-7.57264	-13.69004	-83.26908	-5.85637	18.69363	-144.13239	-2.15817	-1.18832	-89.65188	-4.66400	-0.90632	0.37968
49	-4.22150	14.84025	37.18054	4.35391	-19.16310	-167.46397	9.45277	2.52437	88.73985	-7.56350	-13.69741	-83.27572	-5.85419	18.69692	-144.13954	-2.15719	-1.18997	-89.65215	-4.65691	-0.90436	0.37959
50	-4.22131	14.83025	37.18121	4.36465	-19.15935	-167.45549	9.46083	2.52872	88.73853	-7.55424	-13.70381	-83.28011	-5.85177	18.70025	-144.14661	-2.15668	-1.19126	-89.65241	-4.64968	-0.90294	0.37870
51	-4.22212	14.82111	37.18329	4.37500	-19.15602	-167.44789	9.46827	2.53252	88.73735	-7.54484	-13.70915	-83.28212	-5.84912	18.70360	-144.15347	-2.15677	-1.19223	-89.65266	-4.64236	-0.90217	0.37684
52	-4.22396	14.81300	37.18694	4.38480	-19.15326	-167.44133	9.47496	2.53573	88.73633	-7.53531	-13.71339	-83.28165	-5.84626	18.70693	-144.16005	-2.15751	-1.19291	-89.65289	-4.63498	-0.90218	0.37387
53	-4.22686	14.80607	37.19228	4.39390	-19.15121	-167.43600	9.48082	2.53834	88.73547	-7.52564	-13.71648	-83.27866	-5.84323	18.71020	-144.16626	-2.15889	-1.19333	-89.65308	-4.62760	-0.90306	0.36961
54	-4.23085	14.80040	37.19938	4.40218	-19.14995	-167.43205	9.48575	2.54039	88.73479	-7.51583	-13.71843	-83.27319	-5.84010	18.71337	-144.17209	-2.16087	-1.19356	-89.65324	-4.62026	-0.90485	0.36397
55	-4.23592	14.79608	37.20832	4.40955	-19.14957	-167.42969	9.48970	2.54192	88.73426	-7.50589	-13.71924	-83.26533	-5.83696	18.71642	-144.17747	-2.16340	-1.19363	-89.65334	-4.61302	-0.90762	0.35681
56	-4.24206	14.79313	37.21912	4.41592	-19.15009	-167.42903	9.49262	2.54302	88.73389	-7.49580	-13.71894	-83.25518	-5.83388	18.71928	-144.18248	-2.16639	-1.19360	-89.65337	-4.60589	-0.91138	0.34806
57	-4.24925	14.79158	37.23180	4.42123	-19.15152	-167.43019	9.49452	2.54376	88.73365	-7.48558	-13.71754	-83.24291	-5.83098	18.72191	-144.18712	-2.16980	-1.19351	-89.65334	-4.59889	-0.91612	0.33766
58	-4.25745	14.79139	37.24633	4.42544	-19.15382	-167.43320	9.49543	2.54424	88.73352	-7.47522	-13.71510	-83.22873	-5.82835	18.72428	-144.19138	-2.17357	-1.19335	-89.65325	-4.59204	-0.92184	0.32561
59	-4.26662	14.79252	37.26261	4.42856	-19.15696	-167.43799	9.49543	2.54454	88.73349	-7.46474	-13.71167	-83.21285	-5.82613	18.72632	-144.19527	-2.17763	-1.19314	-89.65308	-4.58533	-0.92850	0.31191
60	-4.27669	14.79490	37.28051	4.43060	-19.16087	-167.44449	9.49458	2.54476	88.73354	-7.45415	-13.70732	-83.19556	-5.82441	18.72802	-144.19878	-2.18192	-1.19286	-89.65284	-4.57876	-0.93603	0.29665
61	-4.28759	14.79844	37.29982	4.43160	-19.16548	-167.45262	9.49297	2.54495	88.73365	-7.44349	-13.70212	-83.17712	-5.82328	18.72936	-144.20190	-2.18635	-1.19248	-89.65254	-4.57236	-0.94435	0.27993
62	-4.29924	14.80301	37.32031	4.43160	-19.17072	-167.46223	9.49063	2.54518	88.73380	-7.43279	-13.69618	-83.15778	-5.82278	18.73039	-144.20467	-2.19082	-1.19200	-89.65218	-4.56616	-0.95336	0.26188
63	-4.31153	14.80851	37.34174	4.43064	-19.17652	-167.47322	9.48762	2.54549	88.73396	-7.42209	-13.68956	-83.13780	-5.82293	18.73114	-144.20711	-2.19523	-1.19140	-89.65176	-4.56019	-0.96294	0.24269
64	-4.32434	14.81479	37.36386	4.42876	-19.18278	-167.48544	9.48398	2.54591	88.73416	-7.41143	-13.68238	-83.11742	-5.82372	18.73169	-144.20932	-2.19949	-1.19069	-89.65131	-4.55451	-0.97293	0.22254
65	-4.33755	14.82171	37.38643	4.42602	-19.18942	-167.49873	9.47977	2.54644	88.73438	-7.40087	-13.67472	-83.09687	-5.82513	18.73212	-144.21141	-2.20347	-1.18988	-89.65082	-4.54916	-0.98319	0.20167
66	-4.35102	14.82912	37.40918	4.42244	-19.19636	-167.51299	9.47503	2.54710	88.73460	-7.39043	-13.66668	-83.07636	-5.82709	18.73249	-144.21347	-2.20711	-1.18899	-89.65031	-4.54417	-0.99352	0.18034
67	-4.36463	14.83684	37.43183	4.41805	-19.20350	-167.52802	9.46981	2.54788	88.73483	-7.38018	-13.65839	-83.05614	-5.82953	18.73288	-144.21561	-2.21036	-1.18806	-89.64980	-4.53958	-1.00373	0.15885
68	-4.37822	14.84471	37.45412	4.41288	-19.21076	-167.54373	9.46417	2.54878	88.73505	-7.37015	-13.64995	-83.03642	-5.83236	18.73332	-144.21790	-2.21318	-1.18716	-89.64928	-4.53538	-1.01361	0.13753
69	-4.39169	14.85258	37.47577	4.40698	-19.21808	-167.55997	9.45815	2.54977	88.73528	-7.36038	-13.64145	-83.01740	-5.83549	18.73385	-144.22040	-2.21558	-1.18639	-89.64880	-4.53156	-1.02295	0.11673
70	-4.40492	14.86031	37.49654	4.40035	-19.22540	-167.57664	9.45179	2.55083	88.73552	-7.35091	-13.63300	-82.99925	-5.83881	18.73449	-144.22313	-2.21754	-1.18584	-89.64834	-4.52807	-1.03156	0.09679
71	-4.41783	14.86780	37.51619	4.39304	-19.23268	-167.59369	9.44512	2.55192	88.73576	-7.34180	-13.62466	-82.98215	-5.84223	18.73524	-144.22606	-2.21906	-1.18561	-89.64793	-4.52485	-1.03927	0.07805
72	-4.43033	14.87493	37.53450	4.38505	-19.23989	-167.61102	9.43817	2.55299	88.73603	-7.33306	-13.61652	-82.96626	-5.84567	18.73613	-144.22914	-2.22011	-1.18579	-89.64757	-4.52182	-1.04592	0.06084
73	-4.44234	14.88165	37.55128	4.37642	-19.24702	-167.62862	9.43096	2.55399	88.73632	-7.32474	-13.60867	-82.95175	-5.84908	18.73714	-144.23233	-2.22069	-1.18641	-89.64729	-4.51895	-1.05138	0.04545
74	-4.45381	14.88787	37.56636	4.36713	-19.25409	-167.64638	9.42352	2.55486	88.73664	-7.31687	-13.60118	-82.93878	-5.85243	18.73828	-144.23563	-2.22074	-1.18744	-89.64709	-4.51620	-1.05556	0.03212
75	-4.46470	14.89358	37.57963	4.35722	-19.26111	-167.66429	9.41589	2.55555	88.73701	-7.30945	-13.59410	-82.92751	-5.85570	18.73957	-144.23892	-2.22026	-1.18883	-89.64698	-4.51355	-1.05838	0.02102
76	-4.47498	14.89876	37.59103	4.34669	-19.26812	-167.68236	9.40812	2.55601	88.73743	-7.30251	-13.58747	-82.91798	-5.85891	18.74100	-144.24223	-2.21922	-1.19047	-89.64696	-4.51095	-1.05983	0.01225
77	-4.48467	14.90346	37.60059	4.33556	-19.27514	-167.70059	9.40026	2.55619	88.73790	-7.29603	-13.58128	-82.91021	-5.86204	18.74257	-144.24553	-2.21766	-1.19220	-89.64703	-4.50837	-1.05994	0.00582
78	-4.49381	14.90775	37.60844	4.32384	-19.28221	-167.71898	9.39239	2.55606	88.73843	-7.29002	-13.57549	-82.90410	-5.86510	18.74428	-144.24870	-2.21569	-1.19390	-89.64718	-4.50577	-1.05880	0.00163
79	-4.50246	14.91173	37.61476	4.31153	-19.28937	-167.73759	9.38459	2.55559	88.73901	-7.28445	-13.57004	-82.89952	-5.86809	18.74610	-144.25163	-2.21344	-1.19541	-89.64739	-4.50311	-1.05654	-0.00048
80	-4.51069	14.91553	37.61978	4.29865	-19.29665	-167.75653	9.37696	2.55478	88.73965	-7.27931	-13.56485	-82.89632	-5.87103	18.74801	-144.25406	-2.21114	-1.19661	-89.64764	-4.50036	-1.05332	-0.00073
81	-4.51860	14.91924	37.62374	4.28519	-19.30408	-167.77591	9.36962	2.55363	88.74033	-7.27459	-13.55984	-82.89434	-5.87393	18.74997	-144.25565	-2.20902	-1.19743	-89.64790	-4.49751	-1.04929	0.00063
82	-4.52626	14.92299	37.62691	4.27115	-19.31166	-167.79587	9.36268	2.55216	88.74104	-7.27027	-13.55494	-82.89347	-5.87684	18.75192	-144.25609	-2.20733	-1.19777	-89.64816	-4.49455	-1.04462	0.00332
83	-4.53376	14.92689	37.62958	4.25653	-19.31944	-167.81648	9.35627	2.55036	88.74178	-7.26633	-13.55007	-82.89359	-5.87980	18.75383	-144.25502	-2.20631	-1.19760	-89.64837	-4.49152	-1.03946	0.00705
84	-4.54119	14.93104	37.63201	4.24129	-19.32744	-167.83784	9.35049	2.54825	88.74252	-7.26278	-13.54516	-82.89454	-5.88285	18.75567	-144.25227	-2.20616	-1.19690	-89.64853	-4.48844	-1.03397	0.01155
85	-4.54863	14.93553	37.63446	4.22543	-19.33569	-167.86005	9.34544	2.54583	88.74328	-7.25960	-13.54015	-82.89622	-5.88601	18.75742	-144.24770	-2.20701	-1.19568	-89.64862	-4.48534	-1.02827	0.01657
86	-4.55616	14.94044	37.63720	4.20895	-19.34421	-167.88313	9.34120	2.54311	88.74404	-7.25678	-13.53498	-82.89850	-5.88928	18.75907	-144.24126	-2.20896	-1.19399	-89.64863	-4.48226	-1.02249	0.02190
87	-4.56384	14.94583	37.64043	4.19183	-19.35302	-167.90721	9.33782	2.54013	88.74480	-7.25431	-13.52960	-82.90125	-5.89266	18.76060	-144.23303	-2.21203	-1.19189	-89.64854	-4.47924	-1.01674	0.02737
88	-4.57174	14.95170	37.64443	4.17409	-19.36211	-167.93228	9.33534	2.53692	88.74554	-7.25217	-13.52396	-82.90429	-5.89609	18.76202	-144.22318	-2.21619	-1.18948	-89.64838	-4.47631	-1.01109	0.03281
89	-4.57993	14.95808	37.64939	4.15577	-19.37142	-167.95844	9.33373	2.53354	88.74625	-7.25034	-13.51802	-82.90746	-5.89951	18.76333	-144.21194	-2.22131	-1.18687	-89.64813	-4.47349	-1.00563	0.03807
