	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d	D:\LaRoche Research\CoRE NSF Motion Primitives\Shoulder Exercise Models\Subject 18\Subject 18 Order 2L0001.c3d
512	-4.55083	15.52969	37.31559	2.56275	-20.42306	-172.09563	8.99149	2.53644	88.76881	-7.05844	-13.57698	-82.86903	-6.20554	19.00730	-143.70840	-2.19706	-1.08186	-89.65160	-5.58686	-0.80819	0.89011
513	-4.55510	15.52688	37.32613	2.56497	-20.42198	-172.09305	8.98853	2.53651	88.76900	-7.06157	-13.57546	-82.86047	-6.20266	19.00586	-143.71298	-2.19893	-1.08095	-89.65138	-5.58193	-0.80968	0.88081
514	-4.55921	15.52405	37.33723	2.56683	-20.42078	-172.09059	8.98525	2.53655	88.76923	-7.06452	-13.57397	-82.85124	-6.19954	19.00437	-143.71805	-2.20077	-1.08030	-89.65114	-5.57682	-0.81130	0.87119
515	-4.56321	15.52120	37.34893	2.56836	-20.41944	-172.08826	8.98175	2.53660	88.76947	-7.06730	-13.57249	-82.84138	-6.19620	19.00279	-143.72354	-2.20260	-1.07990	-89.65086	-5.57147	-0.81304	0.86121
516	-4.56713	15.51834	37.36127	2.56960	-20.41795	-172.08600	8.97814	2.53666	88.76972	-7.06992	-13.57100	-82.83094	-6.19268	19.00112	-143.72934	-2.20439	-1.07976	-89.65057	-5.56583	-0.81493	0.85083
517	-4.57103	15.51549	37.37426	2.57061	-20.41629	-172.08380	8.97453	2.53676	88.76997	-7.07238	-13.56950	-82.82000	-6.18903	18.99931	-143.73538	-2.20615	-1.07988	-89.65024	-5.55986	-0.81697	0.84002
518	-4.57495	15.51265	37.38792	2.57143	-20.41445	-172.08165	8.97098	2.53689	88.77021	-7.07467	-13.56796	-82.80865	-6.18534	18.99735	-143.74158	-2.20784	-1.08024	-89.64989	-5.55353	-0.81915	0.82875
519	-4.57891	15.50983	37.40222	2.57212	-20.41244	-172.07944	8.96760	2.53704	88.77045	-7.07679	-13.56640	-82.79701	-6.18166	18.99523	-143.74782	-2.20944	-1.08083	-89.64952	-5.54684	-0.82146	0.81699
520	-4.58294	15.50701	37.41714	2.57273	-20.41026	-172.07712	8.96444	2.53718	88.77067	-7.07872	-13.56480	-82.78514	-6.17802	18.99291	-143.75404	-2.21092	-1.08164	-89.64914	-5.53978	-0.82388	0.80474
521	-4.58705	15.50420	37.43263	2.57332	-20.40795	-172.07466	8.96151	2.53729	88.77089	-7.08047	-13.56316	-82.77314	-6.17446	18.99039	-143.76021	-2.21225	-1.08268	-89.64874	-5.53237	-0.82639	0.79200
522	-4.59125	15.50138	37.44867	2.57392	-20.40553	-172.07207	8.95879	2.53734	88.77110	-7.08201	-13.56150	-82.76110	-6.17099	18.98768	-143.76624	-2.21339	-1.08392	-89.64832	-5.52467	-0.82895	0.77879
523	-4.59555	15.49856	37.46517	2.57456	-20.40307	-172.06935	8.95621	2.53729	88.77132	-7.08335	-13.55982	-82.74911	-6.16760	18.98477	-143.77208	-2.21430	-1.08535	-89.64791	-5.51671	-0.83153	0.76514
524	-4.59993	15.49571	37.48207	2.57525	-20.40060	-172.06648	8.95370	2.53712	88.77155	-7.08449	-13.55812	-82.73724	-6.16432	18.98168	-143.77768	-2.21496	-1.08694	-89.64750	-5.50854	-0.83411	0.75114
525	-4.60437	15.49286	37.49927	2.57602	-20.39819	-172.06352	8.95118	2.53679	88.77182	-7.08542	-13.55644	-82.72560	-6.16114	18.97844	-143.78293	-2.21535	-1.08865	-89.64709	-5.50021	-0.83663	0.73685
526	-4.60882	15.48999	37.51664	2.57687	-20.39586	-172.06050	8.94857	2.53631	88.77212	-7.08613	-13.55479	-82.71430	-6.15808	18.97507	-143.78777	-2.21547	-1.09042	-89.64669	-5.49179	-0.83909	0.72238
527	-4.61326	15.48710	37.53409	2.57782	-20.39365	-172.05745	8.94580	2.53567	88.77244	-7.08660	-13.55318	-82.70342	-6.15516	18.97160	-143.79211	-2.21531	-1.09220	-89.64632	-5.48331	-0.84144	0.70783
528	-4.61762	15.48420	37.55150	2.57890	-20.39160	-172.05440	8.94279	2.53489	88.77280	-7.08684	-13.55163	-82.69307	-6.15240	18.96808	-143.79594	-2.21486	-1.09395	-89.64598	-5.47484	-0.84368	0.69331
529	-4.62189	15.48131	37.56878	2.58012	-20.38972	-172.05127	8.93954	2.53401	88.77321	-7.08685	-13.55013	-82.68331	-6.14981	18.96454	-143.79922	-2.21416	-1.09564	-89.64566	-5.46640	-0.84580	0.67893
530	-4.62605	15.47845	37.58589	2.58151	-20.38803	-172.04800	8.93604	2.53303	88.77364	-7.08662	-13.54866	-82.67417	-6.14737	18.96100	-143.80197	-2.21322	-1.09725	-89.64539	-5.45805	-0.84780	0.66476
531	-4.63009	15.47563	37.60277	2.58311	-20.38657	-172.04451	8.93231	2.53199	88.77410	-7.08618	-13.54722	-82.66563	-6.14505	18.95752	-143.80420	-2.21208	-1.09880	-89.64513	-5.44981	-0.84968	0.65086
532	-4.63403	15.47289	37.61944	2.58496	-20.38534	-172.04070	8.92840	2.53089	88.77457	-7.08552	-13.54578	-82.65761	-6.14282	18.95414	-143.80605	-2.21076	-1.10029	-89.64492	-5.44173	-0.85144	0.63726
533	-4.63789	15.47024	37.63591	2.58709	-20.38439	-172.03647	8.92436	2.52977	88.77506	-7.08467	-13.54430	-82.65003	-6.14062	18.95089	-143.80756	-2.20931	-1.10175	-89.64474	-5.43383	-0.85309	0.62395
534	-4.64169	15.46772	37.65223	2.58952	-20.38374	-172.03172	8.92024	2.52862	88.77557	-7.08366	-13.54279	-82.64281	-6.13840	18.94784	-143.80885	-2.20773	-1.10321	-89.64458	-5.42617	-0.85463	0.61092
535	-4.64548	15.46535	37.66845	2.59226	-20.38342	-172.02643	8.91606	2.52746	88.77607	-7.08252	-13.54121	-82.63582	-6.13613	18.94505	-143.81007	-2.20607	-1.10470	-89.64446	-5.41876	-0.85607	0.59811
536	-4.64929	15.46319	37.68464	2.59530	-20.38345	-172.02057	8.91188	2.52631	88.77658	-7.08130	-13.53954	-82.62894	-6.13375	18.94256	-143.81133	-2.20434	-1.10624	-89.64436	-5.41162	-0.85744	0.58549
537	-4.65319	15.46127	37.70086	2.59864	-20.38386	-172.01413	8.90774	2.52518	88.77708	-7.08004	-13.53776	-82.62207	-6.13124	18.94041	-143.81270	-2.20260	-1.10784	-89.64429	-5.40475	-0.85877	0.57298
538	-4.65722	15.45964	37.71719	2.60226	-20.38466	-172.00714	8.90366	2.52411	88.77756	-7.07878	-13.53583	-82.61507	-6.12858	18.93866	-143.81429	-2.20091	-1.10952	-89.64423	-5.39813	-0.86011	0.56051
539	-4.66141	15.45833	37.73368	2.60614	-20.38587	-171.99957	8.89969	2.52312	88.77802	-7.07757	-13.53375	-82.60785	-6.12575	18.93732	-143.81613	-2.19933	-1.11126	-89.64418	-5.39173	-0.86151	0.54803
540	-4.66578	15.45735	37.75040	2.61026	-20.38746	-171.99149	8.89585	2.52224	88.77844	-7.07643	-13.53152	-82.60032	-6.12278	18.93641	-143.81831	-2.19792	-1.11305	-89.64413	-5.38552	-0.86300	0.53547
541	-4.67036	15.45673	37.76737	2.61456	-20.38942	-171.98294	8.89215	2.52150	88.77883	-7.07539	-13.52914	-82.59243	-6.11970	18.93594	-143.82086	-2.19675	-1.11489	-89.64406	-5.37946	-0.86464	0.52277
542	-4.67514	15.45648	37.78462	2.61900	-20.39170	-171.97400	8.88856	2.52094	88.77917	-7.07446	-13.52660	-82.58418	-6.11657	18.93588	-143.82381	-2.19586	-1.11676	-89.64397	-5.37353	-0.86643	0.50990
543	-4.68011	15.45659	37.80215	2.62355	-20.39426	-171.96481	8.88503	2.52060	88.77946	-7.07366	-13.52393	-82.57557	-6.11342	18.93624	-143.82719	-2.19524	-1.11867	-89.64386	-5.36771	-0.86841	0.49684
544	-4.68527	15.45709	37.81997	2.62813	-20.39705	-171.95541	8.88155	2.52053	88.77971	-7.07301	-13.52110	-82.56663	-6.11032	18.93698	-143.83104	-2.19486	-1.12065	-89.64374	-5.36200	-0.87059	0.48357
545	-4.69059	15.45797	37.83802	2.63274	-20.40003	-171.94589	8.87806	2.52074	88.77990	-7.07250	-13.51813	-82.55741	-6.10731	18.93809	-143.83539	-2.19468	-1.12270	-89.64359	-5.35638	-0.87298	0.47009
546	-4.69607	15.45922	37.85627	2.63734	-20.40314	-171.93625	8.87459	2.52125	88.78002	-7.07214	-13.51501	-82.54792	-6.10441	18.93951	-143.84027	-2.19464	-1.12484	-89.64345	-5.35084	-0.87557	0.45641
547	-4.70170	15.46084	37.87464	2.64194	-20.40637	-171.92647	8.87114	2.52207	88.78009	-7.07195	-13.51173	-82.53822	-6.10163	18.94122	-143.84569	-2.19469	-1.12709	-89.64329	-5.34538	-0.87836	0.44253
548	-4.70747	15.46280	37.89304	2.64652	-20.40969	-171.91656	8.86775	2.52319	88.78009	-7.07194	-13.50832	-82.52833	-6.09899	18.94317	-143.85167	-2.19480	-1.12943	-89.64313	-5.33997	-0.88133	0.42850
549	-4.71336	15.46504	37.91133	2.65110	-20.41306	-171.90649	8.86446	2.52459	88.78002	-7.07209	-13.50480	-82.51833	-6.09648	18.94531	-143.85818	-2.19492	-1.13186	-89.64297	-5.33462	-0.88441	0.41438
550	-4.71929	15.46749	37.92938	2.65568	-20.41647	-171.89629	8.86131	2.52626	88.77990	-7.07241	-13.50121	-82.50831	-6.09411	18.94758	-143.86517	-2.19501	-1.13434	-89.64284	-5.32931	-0.88754	0.40025
551	-4.72521	15.47007	37.94702	2.66025	-20.41987	-171.88597	8.85835	2.52817	88.77972	-7.07286	-13.49761	-82.49840	-6.09189	18.94992	-143.87257	-2.19504	-1.13686	-89.64272	-5.32407	-0.89062	0.38623
552	-4.73103	15.47268	37.96410	2.66483	-20.42324	-171.87561	8.85566	2.53030	88.77948	-7.07341	-13.49408	-82.48876	-6.08983	18.95226	-143.88026	-2.19502	-1.13938	-89.64261	-5.31891	-0.89356	0.37243
553	-4.73668	15.47522	37.98046	2.66940	-20.42657	-171.86517	8.85331	2.53263	88.77917	-7.07403	-13.49067	-82.47957	-6.08793	18.95455	-143.88806	-2.19500	-1.14189	-89.64251	-5.31387	-0.89626	0.35900
554	-4.74208	15.47761	37.99596	2.67396	-20.42982	-171.85469	8.85136	2.53512	88.77881	-7.07469	-13.48744	-82.47092	-6.08619	18.95670	-143.89580	-2.19505	-1.14436	-89.64242	-5.30900	-0.89864	0.34606
555	-4.74719	15.47978	38.01049	2.67854	-20.43301	-171.84413	8.84989	2.53773	88.77840	-7.07537	-13.48440	-82.46289	-6.08457	18.95866	-143.90337	-2.19524	-1.14679	-89.64232	-5.30431	-0.90065	0.33372
556	-4.75199	15.48169	38.02396	2.68312	-20.43613	-171.83347	8.84894	2.54041	88.77794	-7.07606	-13.48157	-82.45551	-6.08302	18.96038	-143.91075	-2.19562	-1.14915	-89.64223	-5.29982	-0.90227	0.32207
557	-4.75647	15.48333	38.03633	2.68772	-20.43919	-171.82265	8.84858	2.54312	88.77744	-7.07675	-13.47893	-82.44870	-6.08147	18.96182	-143.91794	-2.19620	-1.15145	-89.64214	-5.29551	-0.90350	0.31115
558	-4.76065	15.48471	38.04762	2.69233	-20.44220	-171.81160	8.84883	2.54579	88.77691	-7.07742	-13.47647	-82.44237	-6.07984	18.96295	-143.92497	-2.19694	-1.15371	-89.64204	-5.29135	-0.90436	0.30100
559	-4.76455	15.48585	38.05784	2.69691	-20.44518	-171.80031	8.84970	2.54841	88.77634	-7.07807	-13.47414	-82.43641	-6.07807	18.96374	-143.93185	-2.19782	-1.15592	-89.64194	-5.28734	-0.90485	0.29160
560	-4.76820	15.48678	38.06710	2.70143	-20.44813	-171.78876	8.85121	2.55093	88.77576	-7.07868	-13.47191	-82.43071	-6.07610	18.96418	-143.93864	-2.19876	-1.15810	-89.64187	-5.28344	-0.90501	0.28292
561	-4.77162	15.48755	38.07550	2.70587	-20.45106	-171.77695	8.85334	2.55334	88.77516	-7.07925	-13.46973	-82.42516	-6.07389	18.96427	-143.94537	-2.19970	-1.16024	-89.64180	-5.27963	-0.90487	0.27492
562	-4.77486	15.48820	38.08315	2.71017	-20.45397	-171.76495	8.85607	2.55562	88.77456	-7.07978	-13.46756	-82.41965	-6.07140	18.96402	-143.95210	-2.20059	-1.16235	-89.64175	-5.27588	-0.90445	0.26755
563	-4.77796	15.48878	38.09021	2.71428	-20.45685	-171.75278	8.85937	2.55777	88.77395	-7.08027	-13.46534	-82.41412	-6.06863	18.96345	-143.95883	-2.20134	-1.16440	-89.64172	-5.27215	-0.90381	0.26076
564	-4.78097	15.48936	38.09678	2.71817	-20.45969	-171.74054	8.86318	2.55978	88.77333	-7.08074	-13.46302	-82.40850	-6.06556	18.96257	-143.96561	-2.20188	-1.16639	-89.64172	-5.26840	-0.90300	0.25449
565	-4.78394	15.48999	38.10305	2.72179	-20.46247	-171.72835	8.86744	2.56165	88.77271	-7.08121	-13.46055	-82.40272	-6.06219	18.96141	-143.97241	-2.20213	-1.16831	-89.64174	-5.26456	-0.90206	0.24865
566	-4.78694	15.49070	38.10915	2.72509	-20.46515	-171.71634	8.87208	2.56340	88.77209	-7.08169	-13.45787	-82.39671	-6.05853	18.96000	-143.97928	-2.20204	-1.17014	-89.64179	-5.26057	-0.90105	0.24318
567	-4.79001	15.49155	38.11523	2.72804	-20.46770	-171.70467	8.87702	2.56504	88.77148	-7.08222	-13.45495	-82.39038	-6.05457	18.95835	-143.98618	-2.20154	-1.17186	-89.64188	-5.25636	-0.90001	0.23797
568	-4.79323	15.49257	38.12142	2.73060	-20.47009	-171.69341	8.88216	2.56658	88.77088	-7.08281	-13.45174	-82.38371	-6.05035	18.95651	-143.99318	-2.20061	-1.17348	-89.64201	-5.25187	-0.89900	0.23296
569	-4.79662	15.49377	38.12783	2.73277	-20.47229	-171.68268	8.88743	2.56805	88.77029	-7.08349	-13.44823	-82.37659	-6.04586	18.95452	-144.00035	-2.19923	-1.17497	-89.64217	-5.24707	-0.89805	0.22806
570	-4.80023	15.49520	38.13452	2.73455	-20.47425	-171.67255	8.89272	2.56946	88.76970	-7.08427	-13.44439	-82.36898	-6.04111	18.95242	-144.00778	-2.19741	-1.17635	-89.64238	-5.24197	-0.89723	0.22319
571	-4.80409	15.49685	38.14157	2.73595	-20.47595	-171.66304	8.89798	2.57082	88.76913	-7.08519	-13.44019	-82.36085	-6.03611	18.95025	-144.01555	-2.19517	-1.17763	-89.64262	-5.23656	-0.89658	0.21828
572	-4.80823	15.49875	38.14902	2.73702	-20.47737	-171.65422	8.90313	2.57214	88.76858	-7.08623	-13.43563	-82.35222	-6.03090	18.94807	-144.02367	-2.19252	-1.17885	-89.64291	-5.23089	-0.89612	0.21327
573	-4.81266	15.50086	38.15687	2.73778	-20.47847	-171.64607	8.90813	2.57341	88.76804	-7.08741	-13.43073	-82.34312	-6.02552	18.94589	-144.03212	-2.18950	-1.18000	-89.64321	-5.22496	-0.89585	0.20813
574	-4.81736	15.50319	38.16513	2.73827	-20.47927	-171.63866	8.91295	2.57463	88.76754	-7.08872	-13.42552	-82.33364	-6.01999	18.94376	-144.04085	-2.18615	-1.18110	-89.64355	-5.21883	-0.89579	0.20282
575	-4.82234	15.50571	38.17381	2.73852	-20.47973	-171.63199	8.91757	2.57580	88.76704	-7.09016	-13.42000	-82.32385	-6.01440	18.94172	-144.04980	-2.18250	-1.18213	-89.64392	-5.21250	-0.89594	0.19731
576	-4.82758	15.50841	38.18294	2.73852	-20.47985	-171.62616	8.92196	2.57690	88.76659	-7.09172	-13.41423	-82.31384	-6.00881	18.93979	-144.05884	-2.17862	-1.18311	-89.64430	-5.20603	-0.89629	0.19155
577	-4.83307	15.51128	38.19257	2.73827	-20.47963	-171.62122	8.92609	2.57793	88.76615	-7.09341	-13.40824	-82.30364	-6.00329	18.93800	-144.06784	-2.17459	-1.18400	-89.64469	-5.19943	-0.89684	0.18551
578	-4.83881	15.51433	38.20271	2.73777	-20.47906	-171.61720	8.92992	2.57887	88.76575	-7.09522	-13.40205	-82.29338	-5.99793	18.93638	-144.07663	-2.17050	-1.18478	-89.64508	-5.19274	-0.89760	0.17916
579	-4.84476	15.51751	38.21333	2.73702	-20.47813	-171.61420	8.93342	2.57974	88.76540	-7.09714	-13.39572	-82.28318	-5.99282	18.93493	-144.08505	-2.16645	-1.18545	-89.64547	-5.18600	-0.89854	0.17251
580	-4.85090	15.52079	38.22442	2.73601	-20.47684	-171.61218	8.93658	2.58052	88.76507	-7.09917	-13.38930	-82.27317	-5.98801	18.93366	-144.09294	-2.16254	-1.18598	-89.64586	-5.17926	-0.89963	0.16558
581	-4.85720	15.52414	38.23594	2.73477	-20.47519	-171.61119	8.93937	2.58123	88.76476	-7.10131	-13.38284	-82.26348	-5.98357	18.93257	-144.10019	-2.15885	-1.18636	-89.64623	-5.17257	-0.90082	0.15839
582	-4.86364	15.52752	38.24784	2.73330	-20.47321	-171.61119	8.94181	2.58188	88.76450	-7.10353	-13.37638	-82.25423	-5.97954	18.93167	-144.10669	-2.15544	-1.18659	-89.64661	-5.16595	-0.90210	0.15099
583	-4.87019	15.53088	38.26006	2.73164	-20.47091	-171.61206	8.94392	2.58247	88.76428	-7.10585	-13.36996	-82.24558	-5.97597	18.93094	-144.11240	-2.15237	-1.18667	-89.64697	-5.15945	-0.90340	0.14340
584	-4.87681	15.53419	38.27254	2.72981	-20.46832	-171.61377	8.94568	2.58303	88.76408	-7.10823	-13.36362	-82.23766	-5.97290	18.93038	-144.11719	-2.14967	-1.18662	-89.64731	-5.15312	-0.90468	0.13568
585	-4.88346	15.53740	38.28521	2.72783	-20.46544	-171.61623	8.94711	2.58356	88.76390	-7.11066	-13.35740	-82.23058	-5.97035	18.92997	-144.12105	-2.14735	-1.18645	-89.64764	-5.14701	-0.90589	0.12784
586	-4.89011	15.54050	38.29798	2.72572	-20.46231	-171.61934	8.94820	2.58410	88.76374	-7.11314	-13.35133	-82.22446	-5.96835	18.92969	-144.12390	-2.14545	-1.18617	-89.64797	-5.14119	-0.90701	0.11993
587	-4.89673	15.54347	38.31080	2.72349	-20.45894	-171.62305	8.94894	2.58463	88.76360	-7.11563	-13.34541	-82.21936	-5.96689	18.92953	-144.12572	-2.14400	-1.18580	-89.64828	-5.13568	-0.90799	0.11198
588	-4.90330	15.54629	38.32362	2.72115	-20.45536	-171.62729	8.94934	2.58518	88.76350	-7.11814	-13.33965	-82.21529	-5.96596	18.92947	-144.12646	-2.14304	-1.18533	-89.64857	-5.13053	-0.90882	0.10401
589	-4.90981	15.54898	38.33641	2.71873	-20.45161	-171.63197	8.94940	2.58575	88.76340	-7.12064	-13.33404	-82.21225	-5.96555	18.92946	-144.12613	-2.14260	-1.18476	-89.64883	-5.12574	-0.90950	0.09604
590	-4.91627	15.55153	38.34914	2.71623	-20.44771	-171.63708	8.94915	2.58635	88.76331	-7.12313	-13.32859	-82.21024	-5.96563	18.92948	-144.12466	-2.14270	-1.18410	-89.64906	-5.12132	-0.91001	0.08809
591	-4.92266	15.55395	38.36176	2.71366	-20.44369	-171.64259	8.94864	2.58699	88.76324	-7.12560	-13.32327	-82.20927	-5.96617	18.92949	-144.12212	-2.14334	-1.18332	-89.64925	-5.11725	-0.91035	0.08021
592	-4.92896	15.55622	38.37421	2.71102	-20.43957	-171.64850	8.94787	2.58768	88.76317	-7.12804	-13.31810	-82.20930	-5.96713	18.92947	-144.11853	-2.14447	-1.18242	-89.64941	-5.11354	-0.91051	0.07245
593	-4.93515	15.55832	38.38646	2.70831	-20.43537	-171.65475	8.94686	2.58841	88.76311	-7.13045	-13.31308	-82.21031	-5.96846	18.92940	-144.11398	-2.14606	-1.18140	-89.64953	-5.11019	-0.91047	0.06489
594	-4.94120	15.56025	38.39845	2.70555	-20.43113	-171.66141	8.94560	2.58918	88.76305	-7.13283	-13.30820	-82.21227	-5.97010	18.92928	-144.10864	-2.14802	-1.18027	-89.64964	-5.10720	-0.91023	0.05759
595	-4.94712	15.56199	38.41013	2.70275	-20.42685	-171.66843	8.94409	2.58999	88.76301	-7.13518	-13.30346	-82.21507	-5.97198	18.92912	-144.10268	-2.15026	-1.17904	-89.64973	-5.10457	-0.90980	0.05059
596	-4.95292	15.56356	38.42149	2.69995	-20.42256	-171.67580	8.94234	2.59083	88.76297	-7.13750	-13.29884	-82.21859	-5.97402	18.92891	-144.09628	-2.15269	-1.17775	-89.64980	-5.10232	-0.90920	0.04390
597	-4.95861	15.56497	38.43254	2.69716	-20.41830	-171.68349	8.94033	2.59167	88.76294	-7.13980	-13.29430	-82.22266	-5.97615	18.92866	-144.08966	-2.15522	-1.17643	-89.64988	-5.10045	-0.90844	0.03754
598	-4.96423	15.56624	38.44330	2.69440	-20.41410	-171.69147	8.93806	2.59249	88.76294	-7.14208	-13.28983	-82.22710	-5.97826	18.92840	-144.08299	-2.15780	-1.17511	-89.64996	-5.09895	-0.90757	0.03149
599	-4.96980	15.56739	38.45377	2.69170	-20.40997	-171.69971	8.93555	2.59328	88.76295	-7.14435	-13.28539	-82.23174	-5.98029	18.92813	-144.07645	-2.16033	-1.17383	-89.65004	-5.09780	-0.90659	0.02574
600	-4.97532	15.56843	38.46395	2.68905	-20.40594	-171.70818	8.93281	2.59401	88.76300	-7.14663	-13.28099	-82.23644	-5.98219	18.92787	-144.07019	-2.16275	-1.17260	-89.65014	-5.09696	-0.90552	0.02032
601	-4.98081	15.56936	38.47381	2.68646	-20.40203	-171.71686	8.92987	2.59463	88.76307	-7.14894	-13.27661	-82.24110	-5.98389	18.92763	-144.06430	-2.16500	-1.17144	-89.65025	-5.09638	-0.90437	0.01523
602	-4.98626	15.57021	38.48334	2.68394	-20.39827	-171.72566	8.92675	2.59512	88.76318	-7.15130	-13.27228	-82.24566	-5.98536	18.92745	-144.05888	-2.16700	-1.17035	-89.65039	-5.09602	-0.90314	0.01051
603	-4.99169	15.57096	38.49248	2.68148	-20.39466	-171.73453	8.92351	2.59543	88.76332	-7.15372	-13.26798	-82.25005	-5.98658	18.92734	-144.05397	-2.16868	-1.16932	-89.65055	-5.09584	-0.90184	0.00616
604	-4.99707	15.57161	38.50118	2.67910	-20.39123	-171.74332	8.92023	2.59551	88.76351	-7.15623	-13.26375	-82.25427	-5.98753	18.92730	-144.04959	-2.16999	-1.16834	-89.65074	-5.09581	-0.90044	0.00223
605	-5.00241	15.57216	38.50940	2.67679	-20.38798	-171.75188	8.91699	2.59535	88.76374	-7.15884	-13.25959	-82.25835	-5.98825	18.92735	-144.04575	-2.17090	-1.16740	-89.65096	-5.09592	-0.89894	-0.00130
606	-5.00771	15.57261	38.51712	2.67458	-20.38492	-171.76007	8.91385	2.59490	88.76402	-7.16157	-13.25554	-82.26227	-5.98874	18.92749	-144.04242	-2.17139	-1.16648	-89.65120	-5.09614	-0.89732	-0.00442
607	-5.01298	15.57294	38.52433	2.67247	-20.38203	-171.76775	8.91087	2.59416	88.76432	-7.16442	-13.25159	-82.26602	-5.98902	18.92773	-144.03961	-2.17148	-1.16557	-89.65147	-5.09647	-0.89558	-0.00715
608	-5.01824	15.57317	38.53105	2.67047	-20.37931	-171.77484	8.90808	2.59313	88.76468	-7.16742	-13.24775	-82.26958	-5.98912	18.92808	-144.03731	-2.17118	-1.16469	-89.65177	-5.09687	-0.89373	-0.00953
609	-5.02353	15.57331	38.53734	2.66860	-20.37673	-171.78127	8.90553	2.59181	88.76507	-7.17058	-13.24398	-82.27293	-5.98905	18.92853	-144.03552	-2.17052	-1.16381	-89.65208	-5.09733	-0.89181	-0.01161
610	-5.02886	15.57335	38.54324	2.66686	-20.37429	-171.78700	8.90323	2.59024	88.76549	-7.17391	-13.24028	-82.27604	-5.98883	18.92908	-144.03421	-2.16954	-1.16295	-89.65242	-5.09781	-0.88982	-0.01343
611	-5.03428	15.57333	38.54880	2.66526	-20.37194	-171.79205	8.90119	2.58841	88.76593	-7.17742	-13.23662	-82.27888	-5.98845	18.92974	-144.03340	-2.16824	-1.16211	-89.65277	-5.09826	-0.88780	-0.01505
612	-5.03979	15.57323	38.55404	2.66383	-20.36969	-171.79640	8.89939	2.58636	88.76641	-7.18110	-13.23300	-82.28143	-5.98796	18.93047	-144.03302	-2.16668	-1.16129	-89.65312	-5.09867	-0.88577	-0.01652
613	-5.04544	15.57308	38.55902	2.66256	-20.36750	-171.80008	8.89780	2.58408	88.76691	-7.18496	-13.22940	-82.28374	-5.98738	18.93127	-144.03302	-2.16490	-1.16049	-89.65347	-5.09897	-0.88378	-0.01791
614	-5.05123	15.57288	38.56376	2.66146	-20.36537	-171.80316	8.89638	2.58162	88.76743	-7.18897	-13.22584	-82.28584	-5.98677	18.93212	-144.03329	-2.16295	-1.15970	-89.65379	-5.09916	-0.88183	-0.01924
615	-5.05717	15.57264	38.56827	2.66053	-20.36330	-171.80568	8.89509	2.57900	88.76797	-7.19314	-13.22232	-82.28777	-5.98614	18.93297	-144.03372	-2.16092	-1.15891	-89.65410	-5.09920	-0.87994	-0.02054
616	-5.06326	15.57236	38.57254	2.65975	-20.36129	-171.80774	8.89388	2.57626	88.76854	-7.19744	-13.21885	-82.28960	-5.98556	18.93382	-144.03419	-2.15890	-1.15813	-89.65437	-5.09906	-0.87812	-0.02180
